code,year,regime,libdem
AFG,1946,0,0.067
AFG,1947,0,0.067
AFG,1948,0,0.067
AFG,1949,0,0.068
AFG,1950,0,0.069
AFG,1951,0,0.069
AFG,1952,0,0.067
AFG,1953,0,0.067
AFG,1954,0,0.066
AFG,1955,0,0.066
AFG,1956,0,0.066
AFG,1957,0,0.066
AFG,1958,0,0.066
AFG,1959,0,0.066
AFG,1960,0,0.066
AFG,1961,0,0.066
AFG,1962,0,0.066
AFG,1963,0,0.071
AFG,1964,0,0.092
AFG,1965,0,0.095
AFG,1966,0,0.097
AFG,1967,0,0.097
AFG,1968,0,0.097
AFG,1969,0,0.097
AFG,1970,0,0.096
AFG,1971,0,0.096
AFG,1972,0,0.095
AFG,1973,0,0.081
AFG,1974,0,0.051
AFG,1975,0,0.051
AFG,1976,0,0.051
AFG,1977,0,0.051
AFG,1978,0,0.050
AFG,1979,0,0.046
AFG,1980,0,0.042
AFG,1981,0,0.044
AFG,1982,0,0.045
AFG,1983,0,0.045
AFG,1984,0,0.045
AFG,1985,0,0.045
AFG,1986,0,0.045
AFG,1987,0,0.045
AFG,1988,0,0.047
AFG,1989,0,0.047
AFG,1990,0,0.045
AFG,1991,0,0.041
AFG,1992,0,0.033
AFG,1993,0,0.023
AFG,1994,0,0.023
AFG,1995,0,0.022
AFG,1996,0,0.019
AFG,1997,0,0.022
AFG,1998,0,0.022
AFG,1999,0,0.022
AFG,2000,0,0.022
AFG,2001,0,0.028
AFG,2002,0,0.085
AFG,2003,0,0.085
AFG,2004,,0.089
AFG,2005,1,0.111
AFG,2006,1,0.192
AFG,2007,1,0.193
AFG,2008,1,0.196
AFG,2009,1,0.196
AFG,2010,1,0.192
AFG,2011,1,0.192
AFG,2012,1,0.194
AFG,2013,1,0.194
AFG,2014,1,0.199
AFG,2015,1,0.201
AFG,2016,1,0.188
AFG,2017,1,0.183
AFG,2018,1,0.176
AFG,2019,1,0.162
AFG,2020,1,0.167
AFG,2021,0,0.041
AFG,2022,0,0.011
AFG,2023,0,0.015
AFG,2024,0,0.014
AFG,2025,0,0.018
AGO,1946,0,0.034
AGO,1947,0,0.034
AGO,1948,0,0.034
AGO,1949,0,0.034
AGO,1950,0,0.034
AGO,1951,0,0.034
AGO,1952,0,0.034
AGO,1953,0,0.034
AGO,1954,0,0.034
AGO,1955,0,0.034
AGO,1956,0,0.034
AGO,1957,0,0.034
AGO,1958,0,0.034
AGO,1959,0,0.034
AGO,1960,0,0.034
AGO,1961,0,0.034
AGO,1962,0,0.034
AGO,1963,0,0.034
AGO,1964,0,0.034
AGO,1965,0,0.034
AGO,1966,0,0.034
AGO,1967,0,0.034
AGO,1968,0,0.034
AGO,1969,0,0.035
AGO,1970,0,0.035
AGO,1971,0,0.035
AGO,1972,0,0.035
AGO,1973,0,0.042
AGO,1974,0,0.043
AGO,1975,0,0.042
AGO,1976,0,0.046
AGO,1977,0,0.046
AGO,1978,0,0.046
AGO,1979,0,0.046
AGO,1980,0,0.045
AGO,1981,0,0.045
AGO,1982,0,0.045
AGO,1983,0,0.045
AGO,1984,0,0.045
AGO,1985,0,0.045
AGO,1986,0,0.045
AGO,1987,0,0.045
AGO,1988,0,0.045
AGO,1989,0,0.045
AGO,1990,0,0.050
AGO,1991,0,0.055
AGO,1992,0,0.076
AGO,1993,0,0.075
AGO,1994,0,0.075
AGO,1995,0,0.076
AGO,1996,0,0.076
AGO,1997,0,0.076
AGO,1998,0,0.076
AGO,1999,0,0.076
AGO,2000,0,0.077
AGO,2001,0,0.079
AGO,2002,0,0.079
AGO,2003,0,0.083
AGO,2004,0,0.085
AGO,2005,0,0.086
AGO,2006,0,0.086
AGO,2007,0,0.088
AGO,2008,0,0.092
AGO,2009,0,0.100
AGO,2010,1,0.098
AGO,2011,1,0.121
AGO,2012,1,0.121
AGO,2013,1,0.122
AGO,2014,1,0.122
AGO,2015,1,0.122
AGO,2016,1,0.123
AGO,2017,1,0.139
AGO,2018,1,0.161
AGO,2019,1,0.162
AGO,2020,1,0.160
AGO,2021,1,0.151
AGO,2022,1,0.153
AGO,2023,1,0.154
AGO,2024,1,0.161
AGO,2025,1,0.163
ALB,1946,1,0.038
ALB,1947,1,0.052
ALB,1948,1,0.052
ALB,1949,0,0.053
ALB,1950,0,0.054
ALB,1951,0,0.054
ALB,1952,0,0.054
ALB,1953,0,0.054
ALB,1954,0,0.054
ALB,1955,0,0.054
ALB,1956,0,0.054
ALB,1957,0,0.054
ALB,1958,0,0.054
ALB,1959,0,0.053
ALB,1960,0,0.054
ALB,1961,0,0.054
ALB,1962,0,0.054
ALB,1963,0,0.054
ALB,1964,0,0.054
ALB,1965,0,0.054
ALB,1966,0,0.054
ALB,1967,0,0.054
ALB,1968,0,0.054
ALB,1969,0,0.054
ALB,1970,0,0.054
ALB,1971,0,0.054
ALB,1972,0,0.054
ALB,1973,0,0.054
ALB,1974,0,0.054
ALB,1975,0,0.054
ALB,1976,0,0.056
ALB,1977,0,0.056
ALB,1978,0,0.056
ALB,1979,0,0.056
ALB,1980,0,0.056
ALB,1981,0,0.056
ALB,1982,0,0.056
ALB,1983,0,0.056
ALB,1984,0,0.056
ALB,1985,0,0.056
ALB,1986,0,0.058
ALB,1987,0,0.058
ALB,1988,0,0.058
ALB,1989,0,0.058
ALB,1990,0,0.070
ALB,1991,1,0.260
ALB,1992,1,0.333
ALB,1993,1,0.321
ALB,1994,1,0.340
ALB,1995,1,0.344
ALB,1996,1,0.321
ALB,1997,1,0.311
ALB,1998,1,0.323
ALB,1999,1,0.326
ALB,2000,1,0.342
ALB,2001,1,0.366
ALB,2002,1,0.395
ALB,2003,1,0.398
ALB,2004,1,0.406
ALB,2005,2,0.425
ALB,2006,2,0.444
ALB,2007,2,0.446
ALB,2008,2,0.447
ALB,2009,2,0.446
ALB,2010,2,0.440
ALB,2011,2,0.441
ALB,2012,2,0.444
ALB,2013,2,0.433
ALB,2014,2,0.436
ALB,2015,2,0.435
ALB,2016,2,0.436
ALB,2017,2,0.437
ALB,2018,2,0.432
ALB,2019,2,0.426
ALB,2020,2,0.442
ALB,2021,2,0.438
ALB,2022,2,0.428
ALB,2023,2,0.394
ALB,2024,2,0.398
ALB,2025,1,0.382
ARE,1971,0,0.048
ARE,1972,0,0.048
ARE,1973,0,0.048
ARE,1974,0,0.048
ARE,1975,0,0.048
ARE,1976,0,0.047
ARE,1977,0,0.048
ARE,1978,0,0.048
ARE,1979,0,0.048
ARE,1980,0,0.048
ARE,1981,0,0.048
ARE,1982,0,0.048
ARE,1983,0,0.048
ARE,1984,0,0.048
ARE,1985,0,0.051
ARE,1986,0,0.051
ARE,1987,0,0.051
ARE,1988,0,0.051
ARE,1989,0,0.053
ARE,1990,0,0.055
ARE,1991,0,0.055
ARE,1992,0,0.055
ARE,1993,0,0.055
ARE,1994,0,0.065
ARE,1995,0,0.068
ARE,1996,0,0.070
ARE,1997,0,0.070
ARE,1998,0,0.070
ARE,1999,0,0.070
ARE,2000,0,0.070
ARE,2001,0,0.070
ARE,2002,0,0.071
ARE,2003,0,0.069
ARE,2004,0,0.068
ARE,2005,0,0.070
ARE,2006,0,0.072
ARE,2007,0,0.080
ARE,2008,0,0.080
ARE,2009,0,0.081
ARE,2010,0,0.082
ARE,2011,0,0.079
ARE,2012,0,0.086
ARE,2013,0,0.087
ARE,2014,0,0.087
ARE,2015,0,0.090
ARE,2016,0,0.091
ARE,2017,0,0.091
ARE,2018,0,0.093
ARE,2019,0,0.090
ARE,2020,0,0.090
ARE,2021,0,0.084
ARE,2022,0,0.086
ARE,2023,0,0.077
ARE,2024,0,0.077
ARE,2025,0,0.077
ARG,1946,1,0.227
ARG,1947,1,0.205
ARG,1948,1,0.216
ARG,1949,1,0.209
ARG,1950,1,0.193
ARG,1951,1,0.188
ARG,1952,1,0.187
ARG,1953,1,0.185
ARG,1954,1,0.183
ARG,1955,1,0.150
ARG,1956,0,0.103
ARG,1957,1,0.117
ARG,1958,1,0.241
ARG,1959,1,0.347
ARG,1960,1,0.351
ARG,1961,1,0.360
ARG,1962,1,0.205
ARG,1963,1,0.226
ARG,1964,2,0.423
ARG,1965,2,0.427
ARG,1966,1,0.201
ARG,1967,0,0.089
ARG,1968,0,0.086
ARG,1969,0,0.084
ARG,1970,0,0.092
ARG,1971,0,0.094
ARG,1972,0,0.094
ARG,1973,1,0.277
ARG,1974,2,0.322
ARG,1975,2,0.290
ARG,1976,1,0.066
ARG,1977,0,0.047
ARG,1978,0,0.047
ARG,1979,0,0.047
ARG,1980,0,0.051
ARG,1981,0,0.051
ARG,1982,0,0.051
ARG,1983,1,0.206
ARG,1984,2,0.674
ARG,1985,2,0.674
ARG,1986,2,0.672
ARG,1987,2,0.672
ARG,1988,2,0.672
ARG,1989,2,0.670
ARG,1990,2,0.617
ARG,1991,2,0.630
ARG,1992,2,0.631
ARG,1993,2,0.630
ARG,1994,2,0.633
ARG,1995,2,0.641
ARG,1996,2,0.634
ARG,1997,2,0.634
ARG,1998,2,0.634
ARG,1999,2,0.640
ARG,2000,2,0.670
ARG,2001,2,0.674
ARG,2002,2,0.661
ARG,2003,2,0.638
ARG,2004,2,0.632
ARG,2005,2,0.625
ARG,2006,2,0.614
ARG,2007,2,0.610
ARG,2008,2,0.590
ARG,2009,2,0.583
ARG,2010,2,0.578
ARG,2011,2,0.573
ARG,2012,2,0.582
ARG,2013,2,0.588
ARG,2014,2,0.595
ARG,2015,2,0.590
ARG,2016,2,0.612
ARG,2017,2,0.609
ARG,2018,2,0.630
ARG,2019,2,0.618
ARG,2020,2,0.634
ARG,2021,2,0.639
ARG,2022,2,0.654
ARG,2023,2,0.695
ARG,2024,2,0.558
ARG,2025,2,0.524
ARM,1946,0,0.015
ARM,1947,0,0.015
ARM,1948,0,0.015
ARM,1949,0,0.015
ARM,1950,0,0.015
ARM,1951,0,0.015
ARM,1952,0,0.015
ARM,1953,0,0.015
ARM,1954,0,0.021
ARM,1955,0,0.021
ARM,1956,0,0.022
ARM,1957,0,0.024
ARM,1958,0,0.024
ARM,1959,0,0.024
ARM,1960,0,0.024
ARM,1961,0,0.024
ARM,1962,0,0.023
ARM,1963,0,0.023
ARM,1964,0,0.023
ARM,1965,0,0.023
ARM,1966,0,0.023
ARM,1967,0,0.023
ARM,1968,0,0.023
ARM,1969,0,0.023
ARM,1970,0,0.024
ARM,1971,0,0.025
ARM,1972,0,0.025
ARM,1973,0,0.025
ARM,1974,0,0.025
ARM,1975,0,0.025
ARM,1976,0,0.025
ARM,1977,0,0.024
ARM,1978,0,0.024
ARM,1979,0,0.025
ARM,1980,0,0.028
ARM,1981,0,0.028
ARM,1982,0,0.028
ARM,1983,0,0.027
ARM,1984,0,0.027
ARM,1985,0,0.029
ARM,1986,0,0.037
ARM,1987,0,0.041
ARM,1988,0,0.043
ARM,1989,0,0.064
ARM,1990,2,0.327
ARM,1991,2,0.348
ARM,1992,2,0.338
ARM,1993,2,0.327
ARM,1994,2,0.318
ARM,1995,1,0.273
ARM,1996,1,0.235
ARM,1997,1,0.224
ARM,1998,1,0.214
ARM,1999,1,0.211
ARM,2000,1,0.210
ARM,2001,1,0.211
ARM,2002,1,0.205
ARM,2003,1,0.186
ARM,2004,1,0.181
ARM,2005,1,0.185
ARM,2006,1,0.185
ARM,2007,1,0.188
ARM,2008,1,0.172
ARM,2009,1,0.180
ARM,2010,1,0.188
ARM,2011,1,0.189
ARM,2012,1,0.201
ARM,2013,1,0.206
ARM,2014,1,0.201
ARM,2015,1,0.203
ARM,2016,1,0.204
ARM,2017,1,0.219
ARM,2018,2,0.404
ARM,2019,2,0.620
ARM,2020,2,0.576
ARM,2021,2,0.532
ARM,2022,2,0.448
ARM,2023,2,0.421
ARM,2024,2,0.412
ARM,2025,2,0.371
AUS,1946,3,0.740
AUS,1947,3,0.742
AUS,1948,3,0.743
AUS,1949,3,0.743
AUS,1950,3,0.744
AUS,1951,3,0.742
AUS,1952,3,0.749
AUS,1953,3,0.762
AUS,1954,3,0.767
AUS,1955,3,0.770
AUS,1956,3,0.776
AUS,1957,3,0.776
AUS,1958,3,0.776
AUS,1959,3,0.777
AUS,1960,3,0.775
AUS,1961,3,0.775
AUS,1962,3,0.778
AUS,1963,3,0.787
AUS,1964,3,0.784
AUS,1965,3,0.784
AUS,1966,3,0.784
AUS,1967,3,0.788
AUS,1968,3,0.790
AUS,1969,3,0.790
AUS,1970,3,0.806
AUS,1971,3,0.806
AUS,1972,3,0.805
AUS,1973,3,0.820
AUS,1974,3,0.815
AUS,1975,3,0.814
AUS,1976,3,0.813
AUS,1977,3,0.813
AUS,1978,3,0.815
AUS,1979,3,0.815
AUS,1980,3,0.829
AUS,1981,3,0.835
AUS,1982,3,0.835
AUS,1983,3,0.834
AUS,1984,3,0.842
AUS,1985,3,0.844
AUS,1986,3,0.844
AUS,1987,3,0.844
AUS,1988,3,0.844
AUS,1989,3,0.844
AUS,1990,3,0.851
AUS,1991,3,0.851
AUS,1992,3,0.851
AUS,1993,3,0.849
AUS,1994,3,0.848
AUS,1995,3,0.848
AUS,1996,3,0.849
AUS,1997,3,0.841
AUS,1998,3,0.841
AUS,1999,3,0.842
AUS,2000,3,0.847
AUS,2001,3,0.844
AUS,2002,3,0.838
AUS,2003,3,0.838
AUS,2004,3,0.838
AUS,2005,3,0.838
AUS,2006,3,0.838
AUS,2007,3,0.839
AUS,2008,3,0.849
AUS,2009,3,0.849
AUS,2010,3,0.856
AUS,2011,3,0.857
AUS,2012,3,0.858
AUS,2013,3,0.821
AUS,2014,3,0.815
AUS,2015,3,0.825
AUS,2016,3,0.833
AUS,2017,3,0.828
AUS,2018,3,0.817
AUS,2019,3,0.779
AUS,2020,3,0.790
AUS,2021,3,0.779
AUS,2022,3,0.794
AUS,2023,3,0.802
AUS,2024,3,0.796
AUS,2025,3,0.793
AUT,1946,2,0.617
AUT,1947,2,0.611
AUT,1948,2,0.613
AUT,1949,2,0.615
AUT,1950,2,0.621
AUT,1951,2,0.622
AUT,1952,2,0.623
AUT,1953,2,0.624
AUT,1954,2,0.624
AUT,1955,2,0.627
AUT,1956,3,0.690
AUT,1957,3,0.685
AUT,1958,3,0.685
AUT,1959,3,0.684
AUT,1960,3,0.689
AUT,1961,3,0.689
AUT,1962,3,0.689
AUT,1963,3,0.689
AUT,1964,3,0.689
AUT,1965,3,0.690
AUT,1966,3,0.700
AUT,1967,3,0.703
AUT,1968,3,0.703
AUT,1969,3,0.703
AUT,1970,3,0.714
AUT,1971,3,0.716
AUT,1972,3,0.723
AUT,1973,3,0.736
AUT,1974,3,0.744
AUT,1975,3,0.743
AUT,1976,3,0.752
AUT,1977,3,0.752
AUT,1978,3,0.752
AUT,1979,3,0.748
AUT,1980,3,0.749
AUT,1981,3,0.765
AUT,1982,3,0.765
AUT,1983,3,0.764
AUT,1984,3,0.763
AUT,1985,3,0.763
AUT,1986,3,0.763
AUT,1987,3,0.776
AUT,1988,3,0.780
AUT,1989,3,0.783
AUT,1990,3,0.780
AUT,1991,3,0.779
AUT,1992,3,0.781
AUT,1993,3,0.782
AUT,1994,3,0.782
AUT,1995,3,0.779
AUT,1996,3,0.780
AUT,1997,3,0.780
AUT,1998,3,0.780
AUT,1999,3,0.780
AUT,2000,3,0.782
AUT,2001,3,0.782
AUT,2002,3,0.782
AUT,2003,3,0.786
AUT,2004,3,0.785
AUT,2005,3,0.784
AUT,2006,3,0.788
AUT,2007,3,0.802
AUT,2008,3,0.802
AUT,2009,3,0.804
AUT,2010,3,0.803
AUT,2011,3,0.804
AUT,2012,3,0.803
AUT,2013,3,0.807
AUT,2014,3,0.805
AUT,2015,3,0.805
AUT,2016,3,0.780
AUT,2017,3,0.782
AUT,2018,3,0.776
AUT,2019,3,0.793
AUT,2020,3,0.786
AUT,2021,3,0.784
AUT,2022,3,0.762
AUT,2023,3,0.775
AUT,2024,3,0.762
AUT,2025,3,0.757
AZE,1946,0,0.015
AZE,1947,0,0.015
AZE,1948,0,0.015
AZE,1949,0,0.015
AZE,1950,0,0.015
AZE,1951,0,0.015
AZE,1952,0,0.015
AZE,1953,0,0.015
AZE,1954,0,0.021
AZE,1955,0,0.021
AZE,1956,0,0.022
AZE,1957,0,0.024
AZE,1958,0,0.024
AZE,1959,0,0.024
AZE,1960,0,0.024
AZE,1961,0,0.024
AZE,1962,0,0.023
AZE,1963,0,0.023
AZE,1964,0,0.023
AZE,1965,0,0.023
AZE,1966,0,0.023
AZE,1967,0,0.023
AZE,1968,0,0.023
AZE,1969,0,0.023
AZE,1970,0,0.024
AZE,1971,0,0.025
AZE,1972,0,0.025
AZE,1973,0,0.025
AZE,1974,0,0.025
AZE,1975,0,0.025
AZE,1976,0,0.025
AZE,1977,0,0.024
AZE,1978,0,0.024
AZE,1979,0,0.025
AZE,1980,0,0.028
AZE,1981,0,0.028
AZE,1982,0,0.028
AZE,1983,0,0.027
AZE,1984,0,0.027
AZE,1985,0,0.029
AZE,1986,0,0.037
AZE,1987,0,0.041
AZE,1988,0,0.043
AZE,1989,0,0.064
AZE,1990,0,0.078
AZE,1991,1,0.095
AZE,1992,1,0.206
AZE,1993,1,0.137
AZE,1994,1,0.086
AZE,1995,1,0.083
AZE,1996,1,0.083
AZE,1997,1,0.084
AZE,1998,1,0.083
AZE,1999,1,0.079
AZE,2000,1,0.081
AZE,2001,1,0.080
AZE,2002,1,0.079
AZE,2003,1,0.076
AZE,2004,1,0.075
AZE,2005,1,0.074
AZE,2006,1,0.072
AZE,2007,1,0.071
AZE,2008,1,0.070
AZE,2009,1,0.070
AZE,2010,1,0.069
AZE,2011,1,0.068
AZE,2012,1,0.067
AZE,2013,1,0.067
AZE,2014,1,0.064
AZE,2015,1,0.063
AZE,2016,1,0.062
AZE,2017,1,0.067
AZE,2018,1,0.058
AZE,2019,1,0.063
AZE,2020,1,0.064
AZE,2021,1,0.066
AZE,2022,1,0.062
AZE,2023,1,0.062
AZE,2024,1,0.053
AZE,2025,1,0.053
BDI,1946,0,0.050
BDI,1947,0,0.050
BDI,1948,0,0.050
BDI,1949,0,0.050
BDI,1950,0,0.050
BDI,1951,0,0.052
BDI,1952,0,0.052
BDI,1953,0,0.054
BDI,1954,0,0.054
BDI,1955,0,0.054
BDI,1956,0,0.054
BDI,1957,0,0.054
BDI,1958,0,0.055
BDI,1959,0,0.056
BDI,1960,0,0.063
BDI,1961,0,0.078
BDI,1962,0,0.131
BDI,1963,0,0.134
BDI,1964,0,0.133
BDI,1965,0,0.129
BDI,1966,0,0.104
BDI,1967,0,0.066
BDI,1968,0,0.066
BDI,1969,0,0.066
BDI,1970,0,0.067
BDI,1971,0,0.066
BDI,1972,0,0.065
BDI,1973,0,0.065
BDI,1974,0,0.067
BDI,1975,0,0.068
BDI,1976,0,0.076
BDI,1977,0,0.078
BDI,1978,0,0.081
BDI,1979,0,0.081
BDI,1980,0,0.082
BDI,1981,0,0.083
BDI,1982,0,0.097
BDI,1983,0,0.122
BDI,1984,1,0.121
BDI,1985,1,0.135
BDI,1986,1,0.136
BDI,1987,0,0.127
BDI,1988,0,0.085
BDI,1989,0,0.085
BDI,1990,0,0.086
BDI,1991,0,0.084
BDI,1992,0,0.099
BDI,1993,0,0.164
BDI,1994,1,0.168
BDI,1995,1,0.170
BDI,1996,0,0.155
BDI,1997,0,0.149
BDI,1998,0,0.148
BDI,1999,0,0.148
BDI,2000,0,0.147
BDI,2001,0,0.149
BDI,2002,0,0.149
BDI,2003,0,0.151
BDI,2004,0,0.151
BDI,2005,1,0.148
BDI,2006,1,0.186
BDI,2007,1,0.183
BDI,2008,1,0.178
BDI,2009,1,0.175
BDI,2010,1,0.144
BDI,2011,1,0.133
BDI,2012,1,0.134
BDI,2013,1,0.109
BDI,2014,1,0.101
BDI,2015,1,0.063
BDI,2016,1,0.046
BDI,2017,1,0.045
BDI,2018,1,0.044
BDI,2019,1,0.055
BDI,2020,1,0.049
BDI,2021,1,0.067
BDI,2022,1,0.077
BDI,2023,1,0.056
BDI,2024,1,0.062
BDI,2025,1,0.060
BEL,1946,3,0.461
BEL,1947,3,0.481
BEL,1948,3,0.481
BEL,1949,3,0.619
BEL,1950,3,0.635
BEL,1951,3,0.640
BEL,1952,3,0.640
BEL,1953,3,0.640
BEL,1954,3,0.646
BEL,1955,3,0.648
BEL,1956,3,0.648
BEL,1957,3,0.649
BEL,1958,3,0.648
BEL,1959,3,0.648
BEL,1960,3,0.750
BEL,1961,3,0.748
BEL,1962,3,0.757
BEL,1963,3,0.759
BEL,1964,3,0.759
BEL,1965,3,0.762
BEL,1966,3,0.763
BEL,1967,3,0.763
BEL,1968,3,0.762
BEL,1969,3,0.762
BEL,1970,3,0.767
BEL,1971,3,0.767
BEL,1972,3,0.772
BEL,1973,3,0.772
BEL,1974,3,0.770
BEL,1975,3,0.769
BEL,1976,3,0.771
BEL,1977,3,0.773
BEL,1978,3,0.773
BEL,1979,3,0.772
BEL,1980,3,0.786
BEL,1981,3,0.782
BEL,1982,3,0.782
BEL,1983,3,0.782
BEL,1984,3,0.782
BEL,1985,3,0.782
BEL,1986,3,0.783
BEL,1987,3,0.780
BEL,1988,3,0.776
BEL,1989,3,0.778
BEL,1990,3,0.797
BEL,1991,3,0.798
BEL,1992,3,0.808
BEL,1993,3,0.808
BEL,1994,3,0.808
BEL,1995,3,0.812
BEL,1996,3,0.812
BEL,1997,3,0.812
BEL,1998,3,0.813
BEL,1999,3,0.816
BEL,2000,3,0.819
BEL,2001,3,0.819
BEL,2002,3,0.819
BEL,2003,3,0.819
BEL,2004,3,0.795
BEL,2005,3,0.816
BEL,2006,3,0.818
BEL,2007,3,0.828
BEL,2008,3,0.832
BEL,2009,3,0.834
BEL,2010,3,0.834
BEL,2011,3,0.835
BEL,2012,3,0.835
BEL,2013,3,0.839
BEL,2014,3,0.838
BEL,2015,3,0.837
BEL,2016,3,0.837
BEL,2017,3,0.836
BEL,2018,3,0.836
BEL,2019,3,0.837
BEL,2020,3,0.826
BEL,2021,3,0.827
BEL,2022,3,0.833
BEL,2023,3,0.812
BEL,2024,3,0.810
BEL,2025,3,0.794
BEN,1946,0,0.043
BEN,1947,0,0.043
BEN,1948,0,0.044
BEN,1949,0,0.044
BEN,1950,0,0.044
BEN,1951,0,0.044
BEN,1952,0,0.077
BEN,1953,0,0.073
BEN,1954,0,0.073
BEN,1955,0,0.073
BEN,1956,0,0.081
BEN,1957,0,0.083
BEN,1958,0,0.083
BEN,1959,0,0.088
BEN,1960,1,0.195
BEN,1961,1,0.223
BEN,1962,1,0.223
BEN,1963,1,0.223
BEN,1964,1,0.214
BEN,1965,0,0.220
BEN,1966,0,0.108
BEN,1967,0,0.108
BEN,1968,,0.121
BEN,1969,0,0.131
BEN,1970,0,0.111
BEN,1971,0,0.106
BEN,1972,0,0.088
BEN,1973,0,0.082
BEN,1974,0,0.082
BEN,1975,0,0.081
BEN,1976,0,0.081
BEN,1977,0,0.081
BEN,1978,0,0.081
BEN,1979,0,0.082
BEN,1980,0,0.085
BEN,1981,0,0.085
BEN,1982,0,0.085
BEN,1983,0,0.085
BEN,1984,0,0.084
BEN,1985,0,0.084
BEN,1986,0,0.084
BEN,1987,0,0.084
BEN,1988,0,0.084
BEN,1989,0,0.084
BEN,1990,0,0.162
BEN,1991,1,0.361
BEN,1992,2,0.491
BEN,1993,2,0.491
BEN,1994,2,0.491
BEN,1995,2,0.512
BEN,1996,2,0.507
BEN,1997,2,0.500
BEN,1998,2,0.500
BEN,1999,2,0.497
BEN,2000,2,0.501
BEN,2001,2,0.499
BEN,2002,2,0.502
BEN,2003,2,0.494
BEN,2004,2,0.492
BEN,2005,2,0.508
BEN,2006,2,0.535
BEN,2007,2,0.524
BEN,2008,2,0.515
BEN,2009,2,0.513
BEN,2010,2,0.516
BEN,2011,2,0.486
BEN,2012,2,0.483
BEN,2013,2,0.482
BEN,2014,2,0.485
BEN,2015,2,0.523
BEN,2016,2,0.579
BEN,2017,2,0.593
BEN,2018,2,0.472
BEN,2019,1,0.335
BEN,2020,1,0.284
BEN,2021,1,0.271
BEN,2022,1,0.285
BEN,2023,1,0.313
BEN,2024,1,0.323
BEN,2025,1,0.323
BFA,1947,0,0.105
BFA,1948,0,0.105
BFA,1949,0,0.127
BFA,1950,0,0.129
BFA,1951,0,0.129
BFA,1952,0,0.130
BFA,1953,0,0.130
BFA,1954,0,0.130
BFA,1955,0,0.132
BFA,1956,0,0.132
BFA,1957,0,0.145
BFA,1958,0,0.148
BFA,1959,0,0.156
BFA,1960,1,0.187
BFA,1961,1,0.215
BFA,1962,1,0.213
BFA,1963,1,0.213
BFA,1964,1,0.213
BFA,1965,1,0.206
BFA,1966,0,0.126
BFA,1967,0,0.116
BFA,1968,0,0.116
BFA,1969,0,0.116
BFA,1970,0,0.127
BFA,1971,0,0.125
BFA,1972,0,0.151
BFA,1973,0,0.151
BFA,1974,0,0.126
BFA,1975,0,0.116
BFA,1976,0,0.116
BFA,1977,0,0.114
BFA,1978,1,0.149
BFA,1979,1,0.216
BFA,1980,0,0.185
BFA,1981,0,0.106
BFA,1982,0,0.106
BFA,1983,0,0.114
BFA,1984,0,0.112
BFA,1985,0,0.111
BFA,1986,0,0.113
BFA,1987,0,0.113
BFA,1988,0,0.101
BFA,1989,0,0.100
BFA,1990,0,0.102
BFA,1991,,0.114
BFA,1992,1,0.212
BFA,1993,1,0.256
BFA,1994,1,0.256
BFA,1995,1,0.256
BFA,1996,1,0.256
BFA,1997,1,0.257
BFA,1998,1,0.262
BFA,1999,1,0.304
BFA,2000,2,0.324
BFA,2001,2,0.325
BFA,2002,2,0.325
BFA,2003,2,0.324
BFA,2004,2,0.324
BFA,2005,2,0.326
BFA,2006,2,0.340
BFA,2007,2,0.335
BFA,2008,2,0.333
BFA,2009,2,0.334
BFA,2010,2,0.351
BFA,2011,2,0.354
BFA,2012,2,0.358
BFA,2013,2,0.405
BFA,2014,2,0.417
BFA,2015,1,0.306
BFA,2016,2,0.504
BFA,2017,2,0.511
BFA,2018,2,0.485
BFA,2019,2,0.477
BFA,2020,2,0.486
BFA,2021,2,0.456
BFA,2022,0,0.224
BFA,2023,0,0.179
BFA,2024,0,0.126
BFA,2025,0,0.103
BGD,1946,1,0.165
BGD,1947,0,0.157
BGD,1948,0,0.165
BGD,1949,0,0.165
BGD,1950,0,0.164
BGD,1951,0,0.162
BGD,1952,0,0.160
BGD,1953,0,0.160
BGD,1954,0,0.157
BGD,1955,0,0.156
BGD,1956,0,0.155
BGD,1957,0,0.157
BGD,1958,0,0.111
BGD,1959,0,0.083
BGD,1960,0,0.081
BGD,1961,0,0.081
BGD,1962,0,0.101
BGD,1963,0,0.120
BGD,1964,0,0.127
BGD,1965,0,0.126
BGD,1966,0,0.130
BGD,1967,0,0.129
BGD,1968,0,0.129
BGD,1969,0,0.089
BGD,1970,0,0.095
BGD,1971,0,0.104
BGD,1972,0,0.160
BGD,1973,1,0.189
BGD,1974,1,0.191
BGD,1975,1,0.125
BGD,1976,0,0.090
BGD,1977,0,0.101
BGD,1978,,0.118
BGD,1979,1,0.176
BGD,1980,1,0.187
BGD,1981,1,0.184
BGD,1982,0,0.126
BGD,1983,0,0.107
BGD,1984,0,0.108
BGD,1985,0,0.108
BGD,1986,1,0.134
BGD,1987,1,0.168
BGD,1988,1,0.157
BGD,1989,1,0.156
BGD,1990,1,0.162
BGD,1991,1,0.253
BGD,1992,2,0.272
BGD,1993,2,0.269
BGD,1994,2,0.269
BGD,1995,2,0.269
BGD,1996,2,0.271
BGD,1997,2,0.275
BGD,1998,2,0.275
BGD,1999,2,0.275
BGD,2000,2,0.276
BGD,2001,2,0.271
BGD,2002,1,0.236
BGD,2003,1,0.237
BGD,2004,1,0.233
BGD,2005,1,0.233
BGD,2006,1,0.214
BGD,2007,0,0.103
