code,year,regime,libdem
CUB,2002,0,0.041
CUB,2003,0,0.040
CUB,2004,0,0.040
CUB,2005,0,0.041
CUB,2006,0,0.041
CUB,2007,0,0.041
CUB,2008,0,0.039
CUB,2009,0,0.050
CUB,2010,0,0.050
CUB,2011,0,0.051
CUB,2012,0,0.052
CUB,2013,0,0.057
CUB,2014,0,0.057
CUB,2015,0,0.057
CUB,2016,0,0.055
CUB,2017,0,0.058
CUB,2018,0,0.061
CUB,2019,0,0.062
CUB,2020,0,0.060
CUB,2021,0,0.056
CUB,2022,0,0.056
CUB,2023,0,0.055
CUB,2024,0,0.056
CUB,2025,0,0.057
CYP,1946,0,0.096
CYP,1947,0,0.096
CYP,1948,0,0.096
CYP,1949,0,0.096
CYP,1950,0,0.094
CYP,1951,0,0.095
CYP,1952,0,0.095
CYP,1953,0,0.094
CYP,1954,0,0.094
CYP,1955,0,0.087
CYP,1956,0,0.085
CYP,1957,0,0.084
CYP,1958,0,0.083
CYP,1959,0,0.089
CYP,1960,1,0.212
CYP,1961,1,0.332
CYP,1962,1,0.335
CYP,1963,1,0.333
CYP,1964,1,0.331
CYP,1965,1,0.332
CYP,1966,1,0.332
CYP,1967,1,0.332
CYP,1968,1,0.333
CYP,1969,1,0.333
CYP,1970,1,0.346
CYP,1971,1,0.356
CYP,1972,1,0.359
CYP,1973,1,0.363
CYP,1974,1,0.358
CYP,1975,2,0.419
CYP,1976,2,0.444
CYP,1977,2,0.458
CYP,1978,2,0.460
CYP,1979,2,0.460
CYP,1980,2,0.476
CYP,1981,2,0.503
CYP,1982,2,0.525
CYP,1983,2,0.548
CYP,1984,2,0.552
CYP,1985,2,0.553
CYP,1986,2,0.556
CYP,1987,2,0.556
CYP,1988,2,0.564
CYP,1989,2,0.577
CYP,1990,2,0.608
CYP,1991,2,0.624
CYP,1992,2,0.632
CYP,1993,2,0.633
CYP,1994,2,0.635
CYP,1995,2,0.634
CYP,1996,2,0.635
CYP,1997,2,0.636
CYP,1998,2,0.629
CYP,1999,2,0.632
CYP,2000,2,0.668
CYP,2001,2,0.678
CYP,2002,2,0.684
CYP,2003,2,0.668
CYP,2004,3,0.704
CYP,2005,3,0.704
CYP,2006,3,0.713
CYP,2007,3,0.724
CYP,2008,3,0.723
CYP,2009,3,0.722
CYP,2010,3,0.734
CYP,2011,3,0.734
CYP,2012,3,0.733
CYP,2013,3,0.732
CYP,2014,3,0.733
CYP,2015,3,0.737
CYP,2016,3,0.739
CYP,2017,3,0.731
CYP,2018,3,0.722
CYP,2019,3,0.710
CYP,2020,3,0.691
CYP,2021,3,0.653
CYP,2022,3,0.645
CYP,2023,3,0.643
CYP,2024,3,0.653
CYP,2025,3,0.664
CZE,1946,1,0.123
CZE,1947,1,0.131
CZE,1948,0,0.048
CZE,1949,0,0.036
CZE,1950,0,0.034
CZE,1951,0,0.034
CZE,1952,0,0.033
CZE,1953,0,0.026
CZE,1954,0,0.030
CZE,1955,0,0.030
CZE,1956,0,0.033
CZE,1957,0,0.035
CZE,1958,0,0.044
CZE,1959,0,0.044
CZE,1960,0,0.051
CZE,1961,0,0.054
CZE,1962,0,0.054
CZE,1963,0,0.055
CZE,1964,0,0.055
CZE,1965,0,0.055
CZE,1966,0,0.055
CZE,1967,0,0.057
CZE,1968,0,0.059
CZE,1969,0,0.054
CZE,1970,0,0.046
CZE,1971,0,0.046
CZE,1972,0,0.044
CZE,1973,0,0.045
CZE,1974,0,0.045
CZE,1975,0,0.051
CZE,1976,0,0.055
CZE,1977,0,0.055
CZE,1978,0,0.055
CZE,1979,0,0.055
CZE,1980,0,0.056
CZE,1981,0,0.057
CZE,1982,0,0.057
CZE,1983,0,0.057
CZE,1984,0,0.057
CZE,1985,0,0.058
CZE,1986,0,0.058
CZE,1987,0,0.058
CZE,1988,0,0.047
CZE,1989,0,0.056
CZE,1990,3,0.710
CZE,1991,3,0.796
CZE,1992,3,0.805
CZE,1993,3,0.819
CZE,1994,3,0.819
CZE,1995,3,0.819
CZE,1996,3,0.817
CZE,1997,3,0.816
CZE,1998,3,0.808
CZE,1999,3,0.801
CZE,2000,3,0.801
CZE,2001,3,0.801
CZE,2002,3,0.808
CZE,2003,3,0.814
CZE,2004,3,0.815
CZE,2005,3,0.816
CZE,2006,3,0.821
CZE,2007,3,0.824
CZE,2008,3,0.821
CZE,2009,3,0.813
CZE,2010,3,0.805
CZE,2011,3,0.808
CZE,2012,3,0.814
CZE,2013,3,0.779
CZE,2014,3,0.766
CZE,2015,3,0.766
CZE,2016,3,0.763
CZE,2017,3,0.726
CZE,2018,3,0.708
CZE,2019,3,0.699
CZE,2020,2,0.709
CZE,2021,2,0.698
CZE,2022,3,0.784
CZE,2023,3,0.796
CZE,2024,3,0.811
CZE,2025,3,0.794
DDR,1949,0,
DDR,1950,0,0.062
DDR,1951,0,0.062
DDR,1952,0,0.062
DDR,1953,0,0.062
DDR,1954,0,0.063
DDR,1955,0,0.063
DDR,1956,0,0.063
DDR,1957,0,0.064
DDR,1958,0,0.066
DDR,1959,0,0.066
DDR,1960,0,0.066
DDR,1961,0,0.060
DDR,1962,0,0.060
DDR,1963,0,0.060
DDR,1964,0,0.060
DDR,1965,0,0.060
DDR,1966,0,0.060
DDR,1967,0,0.060
DDR,1968,0,0.060
DDR,1969,0,0.060
DDR,1970,0,0.062
DDR,1971,0,0.062
DDR,1972,0,0.061
DDR,1973,0,0.063
DDR,1974,0,0.063
DDR,1975,0,0.063
DDR,1976,0,0.063
DDR,1977,0,0.063
DDR,1978,0,0.063
DDR,1979,0,0.063
DDR,1980,0,0.062
DDR,1981,0,0.062
DDR,1982,0,0.062
DDR,1983,0,0.062
DDR,1984,0,0.062
DDR,1985,0,0.062
DDR,1986,0,0.062
DDR,1987,0,0.063
DDR,1988,0,0.063
DDR,1989,0,0.065
DDR,1990,2,0.538
DEU,1991,3,0.853
DEU,1992,3,0.853
DEU,1993,3,0.853
DEU,1994,3,0.853
DEU,1995,3,0.853
DEU,1996,3,0.854
DEU,1997,3,0.854
DEU,1998,3,0.856
DEU,1999,3,0.860
DEU,2000,3,0.860
DEU,2001,3,0.860
DEU,2002,3,0.859
DEU,2003,3,0.857
DEU,2004,3,0.857
DEU,2005,3,0.859
DEU,2006,3,0.864
DEU,2007,3,0.864
DEU,2008,3,0.864
DEU,2009,3,0.862
DEU,2010,3,0.862
DEU,2011,3,0.864
DEU,2012,3,0.863
DEU,2013,3,0.853
DEU,2014,3,0.845
DEU,2015,3,0.845
DEU,2016,3,0.848
DEU,2017,3,0.842
DEU,2018,3,0.834
DEU,2019,3,0.831
DEU,2020,3,0.821
DEU,2021,3,0.814
DEU,2022,3,0.806
DEU,2023,3,0.812
DEU,2024,3,0.778
DEU,2025,3,0.782
DJI,1946,0,0.027
DJI,1947,0,0.028
DJI,1948,0,0.028
DJI,1949,0,0.028
DJI,1950,0,0.028
DJI,1951,0,0.028
DJI,1952,0,0.028
DJI,1953,0,0.028
DJI,1954,0,0.028
DJI,1955,0,0.028
DJI,1956,0,0.028
DJI,1957,0,0.034
DJI,1958,0,0.034
DJI,1959,0,0.034
DJI,1960,0,0.034
DJI,1961,0,0.034
DJI,1962,0,0.034
DJI,1963,0,0.034
DJI,1964,0,0.034
DJI,1965,0,0.034
DJI,1966,0,0.034
DJI,1967,0,0.033
DJI,1968,0,0.036
DJI,1969,0,0.036
DJI,1970,0,0.035
DJI,1971,0,0.032
DJI,1972,0,0.032
DJI,1973,0,0.032
DJI,1974,0,0.033
DJI,1975,0,0.033
DJI,1976,0,0.033
DJI,1977,1,0.046
DJI,1978,1,0.080
DJI,1979,1,0.082
DJI,1980,1,0.082
DJI,1981,0,0.082
DJI,1982,0,0.082
DJI,1983,0,0.082
DJI,1984,0,0.082
DJI,1985,0,0.082
DJI,1986,0,0.082
DJI,1987,1,0.082
DJI,1988,1,0.082
DJI,1989,1,0.082
DJI,1990,1,0.084
DJI,1991,1,0.081
DJI,1992,1,0.105
DJI,1993,1,0.110
DJI,1994,1,0.110
DJI,1995,1,0.110
DJI,1996,1,0.110
DJI,1997,1,0.110
DJI,1998,1,0.114
DJI,1999,1,0.114
DJI,2000,1,0.116
DJI,2001,1,0.117
DJI,2002,1,0.122
DJI,2003,1,0.120
DJI,2004,1,0.121
DJI,2005,1,0.116
DJI,2006,1,0.115
DJI,2007,1,0.115
DJI,2008,1,0.114
DJI,2009,1,0.114
DJI,2010,1,0.113
DJI,2011,1,0.114
DJI,2012,1,0.115
DJI,2013,1,0.114
DJI,2014,1,0.114
DJI,2015,1,0.114
DJI,2016,1,0.114
DJI,2017,1,0.110
DJI,2018,1,0.113
DJI,2019,1,0.119
DJI,2020,1,0.119
DJI,2021,1,0.120
DJI,2022,1,0.119
DJI,2023,1,0.118
DJI,2024,1,0.118
DJI,2025,1,0.118
DNK,1946,3,0.859
DNK,1947,3,0.863
DNK,1948,3,0.865
DNK,1949,3,0.865
DNK,1950,3,0.866
DNK,1951,3,0.864
DNK,1952,3,0.864
DNK,1953,3,0.865
DNK,1954,3,0.868
DNK,1955,3,0.870
DNK,1956,3,0.870
DNK,1957,3,0.872
DNK,1958,3,0.873
DNK,1959,3,0.873
DNK,1960,3,0.873
DNK,1961,3,0.875
DNK,1962,3,0.875
DNK,1963,3,0.876
DNK,1964,3,0.874
DNK,1965,3,0.869
DNK,1966,3,0.869
DNK,1967,3,0.872
DNK,1968,3,0.874
DNK,1969,3,0.876
DNK,1970,3,0.876
DNK,1971,3,0.877
DNK,1972,3,0.879
DNK,1973,3,0.880
DNK,1974,3,0.880
DNK,1975,3,0.880
DNK,1976,3,0.880
DNK,1977,3,0.880
DNK,1978,3,0.880
DNK,1979,3,0.880
DNK,1980,3,0.880
DNK,1981,3,0.880
DNK,1982,3,0.881
DNK,1983,3,0.881
DNK,1984,3,0.878
DNK,1985,3,0.878
DNK,1986,3,0.878
DNK,1987,3,0.879
DNK,1988,3,0.880
DNK,1989,3,0.880
DNK,1990,3,0.880
DNK,1991,3,0.881
DNK,1992,3,0.881
DNK,1993,3,0.881
DNK,1994,3,0.881
DNK,1995,3,0.880
DNK,1996,3,0.880
DNK,1997,3,0.880
DNK,1998,3,0.879
DNK,1999,3,0.878
DNK,2000,3,0.878
DNK,2001,3,0.879
DNK,2002,3,0.880
DNK,2003,3,0.880
DNK,2004,3,0.880
DNK,2005,3,0.895
DNK,2006,3,0.896
DNK,2007,3,0.896
DNK,2008,3,0.895
DNK,2009,3,0.895
DNK,2010,3,0.895
DNK,2011,3,0.894
DNK,2012,3,0.895
DNK,2013,3,0.895
DNK,2014,3,0.895
DNK,2015,3,0.894
DNK,2016,3,0.892
DNK,2017,3,0.891
DNK,2018,3,0.890
DNK,2019,3,0.886
DNK,2020,3,0.882
DNK,2021,3,0.882
DNK,2022,3,0.887
DNK,2023,3,0.884
DNK,2024,3,0.885
DNK,2025,3,0.884
DOM,1946,0,0.030
DOM,1947,0,0.030
DOM,1948,0,0.030
DOM,1949,0,0.030
DOM,1950,0,0.030
DOM,1951,0,0.030
DOM,1952,0,0.030
DOM,1953,0,0.030
DOM,1954,0,0.030
DOM,1955,0,0.030
DOM,1956,0,0.030
DOM,1957,0,0.030
DOM,1958,0,0.030
DOM,1959,0,0.030
DOM,1960,0,0.030
DOM,1961,0,0.039
DOM,1962,0,0.063
DOM,1963,1,0.202
DOM,1964,0,0.062
DOM,1965,0,0.074
DOM,1966,1,0.060
DOM,1967,1,0.078
DOM,1968,1,0.082
DOM,1969,1,0.082
DOM,1970,1,0.081
DOM,1971,1,0.082
DOM,1972,1,0.082
DOM,1973,1,0.082
DOM,1974,1,0.082
DOM,1975,1,0.083
DOM,1976,1,0.083
DOM,1977,1,0.083
DOM,1978,1,0.140
DOM,1979,1,0.261
DOM,1980,1,0.252
DOM,1981,1,0.252
DOM,1982,2,0.271
DOM,1983,2,0.267
DOM,1984,2,0.263
DOM,1985,2,0.263
DOM,1986,2,0.253
DOM,1987,2,0.240
DOM,1988,2,0.237
DOM,1989,2,0.238
DOM,1990,1,0.216
DOM,1991,1,0.203
DOM,1992,1,0.203
DOM,1993,1,0.201
DOM,1994,1,0.196
DOM,1995,1,0.205
DOM,1996,2,0.281
DOM,1997,2,0.357
DOM,1998,2,0.372
DOM,1999,2,0.378
DOM,2000,2,0.391
DOM,2001,2,0.391
DOM,2002,2,0.388
DOM,2003,2,0.385
DOM,2004,2,0.379
DOM,2005,2,0.383
DOM,2006,2,0.378
DOM,2007,2,0.376
DOM,2008,2,0.376
DOM,2009,2,0.377
DOM,2010,2,0.371
DOM,2011,2,0.364
DOM,2012,2,0.366
DOM,2013,2,0.354
DOM,2014,2,0.352
DOM,2015,2,0.344
DOM,2016,2,0.333
DOM,2017,2,0.328
DOM,2018,2,0.339
DOM,2019,2,0.340
DOM,2020,2,0.449
DOM,2021,2,0.484
DOM,2022,2,0.478
DOM,2023,2,0.471
DOM,2024,2,0.495
DOM,2025,2,0.505
DZA,1946,0,0.092
DZA,1947,0,0.092
DZA,1948,0,0.094
DZA,1949,0,0.095
DZA,1950,0,0.095
DZA,1951,0,0.095
DZA,1952,0,0.096
DZA,1953,0,0.093
DZA,1954,0,0.091
DZA,1955,0,0.092
DZA,1956,0,0.051
DZA,1957,0,0.035
DZA,1958,0,0.035
DZA,1959,0,0.035
DZA,1960,0,0.035
DZA,1961,0,0.035
DZA,1962,1,0.042
DZA,1963,1,0.092
DZA,1964,1,0.091
DZA,1965,0,0.077
DZA,1966,0,0.063
DZA,1967,0,0.063
DZA,1968,0,0.063
DZA,1969,0,0.063
DZA,1970,0,0.063
DZA,1971,0,0.063
DZA,1972,0,0.063
DZA,1973,0,0.063
DZA,1974,0,0.063
DZA,1975,0,0.063
DZA,1976,0,0.064
DZA,1977,0,0.112
DZA,1978,0,0.105
DZA,1979,0,0.108
DZA,1980,0,0.111
DZA,1981,0,0.111
DZA,1982,0,0.114
DZA,1983,0,0.114
DZA,1984,0,0.114
DZA,1985,0,0.116
DZA,1986,0,0.116
DZA,1987,0,0.116
DZA,1988,0,0.118
DZA,1989,0,0.125
DZA,1990,0,0.164
DZA,1991,0,0.157
DZA,1992,0,0.081
DZA,1993,0,0.079
DZA,1994,0,0.101
DZA,1995,,0.113
DZA,1996,1,0.157
DZA,1997,1,0.153
DZA,1998,1,0.150
DZA,1999,1,0.161
DZA,2000,1,0.161
DZA,2001,1,0.161
DZA,2002,1,0.161
DZA,2003,1,0.163
DZA,2004,1,0.163
DZA,2005,1,0.168
DZA,2006,1,0.168
DZA,2007,1,0.166
DZA,2008,1,0.165
DZA,2009,1,0.164
DZA,2010,1,0.164
DZA,2011,1,0.165
DZA,2012,1,0.167
DZA,2013,1,0.171
DZA,2014,1,0.173
DZA,2015,1,0.175
DZA,2016,1,0.165
DZA,2017,1,0.160
DZA,2018,1,0.161
DZA,2019,1,0.153
DZA,2020,1,0.152
DZA,2021,1,0.139
DZA,2022,1,0.126
DZA,2023,1,0.123
DZA,2024,1,0.123
DZA,2025,1,0.126
EAZ,1946,0,0.103
EAZ,1947,0,0.103
EAZ,1948,0,0.103
EAZ,1949,0,0.103
EAZ,1950,0,0.103
EAZ,1951,0,0.103
EAZ,1952,0,0.103
EAZ,1953,0,0.105
EAZ,1954,0,0.105
EAZ,1955,0,0.095
EAZ,1956,0,0.096
EAZ,1957,0,0.101
EAZ,1958,0,0.107
EAZ,1959,0,0.107
EAZ,1960,0,0.110
EAZ,1961,0,0.119
EAZ,1962,0,0.118
EAZ,1963,0,0.155
EAZ,1964,0,0.034
EAZ,1965,0,0.040
EAZ,1966,0,0.040
EAZ,1967,0,0.040
EAZ,1968,0,0.040
EAZ,1969,0,0.040
EAZ,1970,0,0.040
EAZ,1971,0,0.040
EAZ,1972,0,0.040
EAZ,1973,0,0.062
EAZ,1974,0,0.062
EAZ,1975,0,0.062
EAZ,1976,0,0.062
EAZ,1977,0,0.085
EAZ,1978,0,0.093
EAZ,1979,0,0.093
EAZ,1980,0,0.100
EAZ,1981,0,0.111
EAZ,1982,0,0.111
EAZ,1983,0,0.111
EAZ,1984,0,0.130
EAZ,1985,0,0.131
EAZ,1986,0,0.130
EAZ,1987,0,0.130
EAZ,1988,0,0.124
EAZ,1989,0,0.117
EAZ,1990,0,0.122
EAZ,1991,0,0.123
EAZ,1992,0,0.122
EAZ,1993,0,0.126
EAZ,1994,0,0.127
EAZ,1995,1,0.188
EAZ,1996,1,0.201
EAZ,1997,1,0.202
EAZ,1998,1,0.202
EAZ,1999,1,0.204
EAZ,2000,1,0.217
EAZ,2001,1,0.217
EAZ,2002,1,0.224
EAZ,2003,1,0.225
EAZ,2004,1,0.221
EAZ,2005,1,0.225
EAZ,2006,1,0.227
EAZ,2007,1,0.228
EAZ,2008,1,0.231
EAZ,2009,1,0.232
EAZ,2010,1,0.241
EAZ,2011,1,0.250
EAZ,2012,1,0.251
EAZ,2013,1,0.253
EAZ,2014,1,0.251
EAZ,2015,0,0.234
EAZ,2016,1,0.209
EAZ,2017,1,0.218
EAZ,2018,1,0.222
EAZ,2019,1,0.216
EAZ,2020,1,0.213
EAZ,2021,1,0.227
EAZ,2022,1,0.236
EAZ,2023,1,0.235
EAZ,2024,1,0.247
EAZ,2025,1,0.253
ECU,1946,0,0.098
ECU,1947,1,0.117
ECU,1948,1,0.174
ECU,1949,1,0.185
ECU,1950,1,0.188
ECU,1951,1,0.188
ECU,1952,1,0.183
ECU,1953,1,0.179
ECU,1954,1,0.181
ECU,1955,1,0.186
ECU,1956,1,0.185
ECU,1957,1,0.187
ECU,1958,1,0.190
ECU,1959,1,0.191
ECU,1960,1,0.184
ECU,1961,1,0.181
ECU,1962,1,0.185
ECU,1963,0,0.057
ECU,1964,0,0.058
ECU,1965,0,0.061
ECU,1966,0,0.065
ECU,1967,0,0.122
ECU,1968,1,0.152
ECU,1969,1,0.193
ECU,1970,1,0.090
ECU,1971,,0.088
ECU,1972,0,0.073
ECU,1973,0,0.063
ECU,1974,0,0.065
ECU,1975,0,0.065
ECU,1976,0,0.066
ECU,1977,0,0.070
ECU,1978,0,0.084
ECU,1979,1,0.134
ECU,1980,2,0.437
ECU,1981,2,0.438
ECU,1982,2,0.440
ECU,1983,2,0.439
ECU,1984,2,0.423
ECU,1985,2,0.400
ECU,1986,2,0.403
ECU,1987,2,0.402
ECU,1988,2,0.430
ECU,1989,2,0.468
ECU,1990,2,0.467
ECU,1991,2,0.467
ECU,1992,2,0.466
ECU,1993,2,0.456
ECU,1994,2,0.450
ECU,1995,2,0.450
ECU,1996,2,0.441
ECU,1997,2,0.450
ECU,1998,2,0.459
ECU,1999,2,0.454
ECU,2000,2,0.445
ECU,2001,2,0.445
ECU,2002,2,0.446
ECU,2003,2,0.454
ECU,2004,2,0.452
ECU,2005,2,0.454
ECU,2006,2,0.451
ECU,2007,2,0.407
ECU,2008,2,0.343
ECU,2009,2,0.329
ECU,2010,2,0.309
ECU,2011,2,0.304
ECU,2012,2,0.306
ECU,2013,2,0.265
ECU,2014,2,0.262
ECU,2015,2,0.263
ECU,2016,2,0.264
ECU,2017,2,0.338
ECU,2018,2,0.458
ECU,2019,2,0.446
ECU,2020,2,0.481
ECU,2021,2,0.454
ECU,2022,2,0.504
ECU,2023,2,0.463
ECU,2024,2,0.443
ECU,2025,2,0.386
EGY,1946,1,0.179
EGY,1947,1,0.179
EGY,1948,1,0.179
EGY,1949,1,0.180
EGY,1950,1,0.188
EGY,1951,1,0.188
EGY,1952,1,0.173
EGY,1953,0,0.096
EGY,1954,0,0.088
EGY,1955,0,0.087
EGY,1956,0,0.092
EGY,1957,0,0.132
EGY,1958,0,0.106
EGY,1959,0,0.103
EGY,1960,0,0.117
EGY,1961,0,0.110
EGY,1962,0,0.096
EGY,1963,0,0.101
EGY,1964,0,0.134
EGY,1965,0,0.142
EGY,1966,0,0.142
EGY,1967,0,0.140
EGY,1968,0,0.139
EGY,1969,0,0.139
EGY,1970,0,0.144
EGY,1971,0,0.162
EGY,1972,0,0.160
EGY,1973,0,0.160
EGY,1974,0,0.160
EGY,1975,0,0.160
EGY,1976,1,0.163
EGY,1977,1,0.161
EGY,1978,1,0.161
EGY,1979,1,0.159
EGY,1980,1,0.120
EGY,1981,,0.161
EGY,1982,1,0.171
EGY,1983,1,0.170
EGY,1984,1,0.170
EGY,1985,1,0.170
EGY,1986,1,0.173
EGY,1987,1,0.171
EGY,1988,1,0.172
EGY,1989,1,0.172
EGY,1990,1,0.161
EGY,1991,1,0.157
EGY,1992,1,0.157
EGY,1993,1,0.158
EGY,1994,1,0.156
EGY,1995,1,0.157
EGY,1996,1,0.156
EGY,1997,1,0.155
EGY,1998,1,0.155
EGY,1999,1,0.155
EGY,2000,1,0.154
EGY,2001,1,0.151
EGY,2002,1,0.151
EGY,2003,1,0.151
EGY,2004,1,0.151
EGY,2005,1,0.152
EGY,2006,1,0.153
EGY,2007,1,0.152
EGY,2008,1,0.152
EGY,2009,1,0.152
EGY,2010,1,0.152
EGY,2011,0,0.122
EGY,2012,1,0.157
EGY,2013,0,0.097
EGY,2014,,0.085
EGY,2015,1,0.093
EGY,2016,1,0.122
EGY,2017,1,0.113
EGY,2018,1,0.112
EGY,2019,1,0.116
EGY,2020,1,0.117
EGY,2021,1,0.116
EGY,2022,1,0.123
EGY,2023,1,0.123
EGY,2024,1,0.123
EGY,2025,1,0.115
ERI,1946,0,0.090
ERI,1947,0,0.090
ERI,1948,0,0.090
ERI,1949,0,0.090
ERI,1950,0,0.085
ERI,1951,0,0.085
ERI,1952,0,0.075
ERI,1953,0,0.084
ERI,1954,0,0.084
ERI,1955,0,0.084
ERI,1956,0,0.094
ERI,1957,0,0.092
ERI,1958,0,0.091
ERI,1959,0,0.091
ERI,1960,0,0.072
ERI,1961,0,0.069
ERI,1962,0,0.042
ERI,1963,0,0.025
ERI,1964,0,0.025
ERI,1965,0,0.025
ERI,1966,0,0.025
ERI,1967,0,0.025
ERI,1968,0,0.025
ERI,1969,0,0.025
ERI,1970,0,0.024
ERI,1971,0,0.024
ERI,1972,0,0.024
ERI,1973,0,0.023
ERI,1974,0,0.013
ERI,1975,0,0.011
ERI,1976,0,0.010
ERI,1977,0,0.010
ERI,1978,0,0.010
ERI,1979,0,0.010
ERI,1980,0,0.009
ERI,1981,0,0.009
ERI,1982,0,0.009
ERI,1983,0,0.009
ERI,1984,0,0.009
ERI,1985,0,0.009
ERI,1986,0,0.009
ERI,1987,0,0.009
ERI,1988,0,0.009
ERI,1989,0,0.010
ERI,1990,0,0.015
ERI,1991,0,0.028
ERI,1992,0,0.040
ERI,1993,0,0.035
ERI,1994,0,0.036
ERI,1995,0,0.036
ERI,1996,0,0.035
ERI,1997,0,0.039
ERI,1998,0,0.033
ERI,1999,0,0.031
ERI,2000,0,0.027
ERI,2001,0,0.016
ERI,2002,0,0.011
ERI,2003,0,0.006
ERI,2004,0,0.006
ERI,2005,0,0.006
ERI,2006,0,0.006
ERI,2007,0,0.006
ERI,2008,0,0.006
ERI,2009,0,0.005
ERI,2010,0,0.005
ERI,2011,0,0.005
ERI,2012,0,0.005
ERI,2013,0,0.006
ERI,2014,0,0.007
ERI,2015,0,0.006
ERI,2016,0,0.006
ERI,2017,0,0.007
ERI,2018,0,0.007
ERI,2019,0,0.009
ERI,2020,0,0.010
ERI,2021,0,0.010
ERI,2022,0,0.012
ERI,2023,0,0.010
ERI,2024,0,0.009
ERI,2025,0,0.009
ESP,1946,0,0.059
ESP,1947,0,0.059
ESP,1948,0,0.059
ESP,1949,0,0.059
ESP,1950,0,0.061
ESP,1951,0,0.061
ESP,1952,0,0.061
ESP,1953,0,0.061
ESP,1954,0,0.061
ESP,1955,0,0.061
ESP,1956,0,0.060
ESP,1957,0,0.060
ESP,1958,0,0.062
ESP,1959,0,0.062
ESP,1960,0,0.066
ESP,1961,0,0.066
ESP,1962,0,0.066
ESP,1963,0,0.066
ESP,1964,0,0.066
ESP,1965,0,0.066
ESP,1966,0,0.067
ESP,1967,0,0.068
ESP,1968,0,0.071
ESP,1969,0,0.071
ESP,1970,0,0.072
ESP,1971,0,0.072
ESP,1972,0,0.073
ESP,1973,0,0.073
ESP,1974,0,0.073
ESP,1975,1,0.095
ESP,1976,1,0.109
ESP,1977,1,0.276
ESP,1978,2,0.657
ESP,1979,2,0.780
ESP,1980,2,0.788
ESP,1981,2,0.788
ESP,1982,2,0.791
ESP,1983,3,0.804
ESP,1984,3,0.804
ESP,1985,3,0.804
ESP,1986,3,0.805
ESP,1987,3,0.810
ESP,1988,3,0.810
ESP,1989,3,0.810
ESP,1990,3,0.811
ESP,1991,3,0.811
ESP,1992,3,0.811
ESP,1993,3,0.818
ESP,1994,3,0.818
ESP,1995,3,0.818
ESP,1996,3,0.820
ESP,1997,3,0.820
ESP,1998,3,0.820
ESP,1999,3,0.820
ESP,2000,3,0.817
ESP,2001,3,0.817
ESP,2002,3,0.817
ESP,2003,3,0.796
ESP,2004,3,0.808
ESP,2005,3,0.811
ESP,2006,3,0.812
ESP,2007,3,0.808
ESP,2008,3,0.819
ESP,2009,3,0.821
ESP,2010,3,0.825
ESP,2011,3,0.821
ESP,2012,3,0.799
ESP,2013,3,0.778
ESP,2014,3,0.774
ESP,2015,3,0.759
ESP,2016,3,0.766
ESP,2017,3,0.757
ESP,2018,3,0.776
ESP,2019,3,0.804
ESP,2020,3,0.786
ESP,2021,3,0.775
ESP,2022,3,0.782
ESP,2023,3,0.759
ESP,2024,3,0.743
ESP,2025,3,0.741
EST,1946,0,0.015
EST,1947,0,0.015
EST,1948,0,0.015
EST,1949,0,0.015
EST,1950,0,0.015
EST,1951,0,0.015
EST,1952,0,0.015
EST,1953,0,0.015
EST,1954,0,0.021
EST,1955,0,0.021
EST,1956,0,0.022
EST,1957,0,0.024
EST,1958,0,0.024
EST,1959,0,0.024
EST,1960,0,0.024
EST,1961,0,0.024
EST,1962,0,0.023
EST,1963,0,0.023
EST,1964,0,0.023
EST,1965,0,0.023
EST,1966,0,0.023
EST,1967,0,0.023
EST,1968,0,0.023
EST,1969,0,0.023
EST,1970,0,0.024
EST,1971,0,0.025
EST,1972,0,0.025
EST,1973,0,0.025
EST,1974,0,0.025
EST,1975,0,0.025
EST,1976,0,0.025
EST,1977,0,0.024
EST,1978,0,0.024
EST,1979,0,0.025
EST,1980,0,0.028
EST,1981,0,0.028
EST,1982,0,0.028
EST,1983,0,0.027
EST,1984,0,0.027
EST,1985,0,0.029
EST,1986,0,0.037
EST,1987,0,0.041
EST,1988,0,0.043
EST,1989,0,0.064
EST,1990,2,0.681
EST,1991,2,0.520
EST,1992,1,0.384
EST,1993,2,0.809
EST,1994,2,0.797
EST,1995,2,0.802
EST,1996,3,0.804
EST,1997,3,0.806
EST,1998,3,0.805
EST,1999,3,0.807
EST,2000,3,0.808
EST,2001,3,0.808
EST,2002,3,0.811
EST,2003,3,0.808
EST,2004,3,0.811
EST,2005,3,0.811
EST,2006,3,0.811
EST,2007,3,0.811
EST,2008,3,0.811
EST,2009,3,0.814
EST,2010,3,0.829
EST,2011,3,0.832
EST,2012,3,0.832
EST,2013,3,0.834
EST,2014,3,0.838
EST,2015,3,0.845
EST,2016,3,0.859
EST,2017,3,0.861
EST,2018,3,0.863
EST,2019,3,0.848
EST,2020,3,0.842
EST,2021,3,0.853
EST,2022,3,0.853
EST,2023,3,0.845
EST,2024,3,0.848
EST,2025,3,0.837
ETH,1946,0,0.024
ETH,1947,0,0.024
ETH,1948,0,0.024
ETH,1949,0,0.024
ETH,1950,0,0.024
ETH,1951,0,0.024
ETH,1952,0,0.024
ETH,1953,0,0.024
ETH,1954,0,0.024
ETH,1955,0,0.028
ETH,1956,0,0.033
ETH,1957,0,0.033
ETH,1958,0,0.033
ETH,1959,0,0.033
ETH,1960,0,0.034
