code,year,share,source
AFE,1997,11.8,ipu
AFE,1998,12.8,ipu
AFE,1999,12.5,ipu
AFE,2000,14.8,ipu
AFE,2001,15.4,ipu
AFE,2002,16.7,ipu
AFE,2003,16.7,ipu
AFE,2004,17.4,ipu
AFE,2005,19.3,ipu
AFE,2006,19.8,ipu
AFE,2007,20.2,ipu
AFE,2008,21.4,ipu
AFE,2009,22.4,ipu
AFE,2010,22.6,ipu
AFE,2011,25.2,ipu
AFE,2012,25.0,ipu
AFE,2013,25.9,ipu
AFE,2014,25.7,ipu
AFE,2015,28.1,ipu
AFE,2016,29.0,ipu
AFE,2017,28.7,ipu
AFE,2018,28.8,ipu
AFE,2019,29.3,ipu
AFE,2020,30.1,ipu
AFE,2021,30.5,ipu
AFE,2022,30.5,ipu
AFE,2023,30.5,ipu
AFE,2024,30.2,ipu
AFE,2025,30.4,ipu
AFG,1946,0.0,vdem
AFG,1947,0.0,vdem
AFG,1948,0.0,vdem
AFG,1949,0.0,vdem
AFG,1950,0.0,vdem
AFG,1951,0.0,vdem
AFG,1952,0.0,vdem
AFG,1953,0.0,vdem
AFG,1954,0.0,vdem
AFG,1955,0.0,vdem
AFG,1956,0.0,vdem
AFG,1957,0.0,vdem
AFG,1958,0.0,vdem
AFG,1959,0.0,vdem
AFG,1960,0.0,vdem
AFG,1961,0.0,vdem
AFG,1962,0.0,vdem
AFG,1963,0.0,vdem
AFG,1964,0.0,vdem
AFG,1965,2.0,vdem
AFG,1966,2.0,vdem
AFG,1967,2.0,vdem
AFG,1968,2.0,vdem
AFG,1969,0.0,vdem
AFG,1970,0.0,vdem
AFG,1971,0.0,vdem
AFG,1972,0.0,vdem
AFG,1978,0.0,vdem
AFG,1979,0.0,vdem
AFG,1980,0.0,vdem
AFG,1981,0.0,vdem
AFG,1982,0.0,vdem
AFG,1983,0.0,vdem
AFG,1984,0.0,vdem
AFG,1985,0.0,vdem
AFG,1986,0.0,vdem
AFG,1987,0.0,vdem
AFG,1988,3.7,vdem
AFG,1989,3.7,vdem
AFG,1990,3.7,vdem
AFG,1991,3.7,vdem
AFG,2005,27.3,ipu
AFG,2006,27.3,ipu
AFG,2007,27.7,ipu
AFG,2008,27.7,ipu
AFG,2009,27.3,ipu
AFG,2010,27.7,ipu
AFG,2011,27.7,ipu
AFG,2012,27.7,ipu
AFG,2013,27.7,ipu
AFG,2014,27.7,ipu
AFG,2015,27.7,ipu
AFG,2016,27.7,ipu
AFG,2017,27.7,ipu
AFG,2018,27.3,vdem
AFG,2019,27.9,ipu
AFG,2020,27.0,ipu
AFG,2021,27.0,ipu
AFW,2000,6.8,ipu
AFW,2001,7.4,ipu
AFW,2002,7.9,ipu
AFW,2003,9.0,ipu
AFW,2004,10.1,ipu
AFW,2005,10.7,ipu
AFW,2006,11.2,ipu
AFW,2007,12.3,ipu
AFW,2008,11.2,ipu
AFW,2009,11.1,ipu
AFW,2010,11.2,ipu
AFW,2011,11.9,ipu
AFW,2012,13.6,ipu
AFW,2013,14.7,ipu
AFW,2014,15.6,ipu
AFW,2015,15.1,ipu
AFW,2016,14.8,ipu
AFW,2017,15.3,ipu
AFW,2018,15.3,ipu
AFW,2019,15.4,ipu
AFW,2020,16.3,ipu
AFW,2021,17.8,ipu
AFW,2022,19.2,ipu
AFW,2023,20.8,ipu
AFW,2024,20.8,ipu
AFW,2025,21.1,ipu
AGO,1973,0.0,vdem
AGO,1974,0.0,vdem
AGO,1975,0.0,vdem
AGO,1976,0.0,vdem
AGO,1977,0.0,vdem
AGO,1978,0.0,vdem
AGO,1979,0.0,vdem
AGO,1980,8.3,vdem
AGO,1981,8.3,vdem
AGO,1982,8.3,vdem
AGO,1983,8.3,vdem
AGO,1984,8.3,vdem
AGO,1985,8.3,vdem
AGO,1986,14.5,vdem
AGO,1987,14.5,vdem
AGO,1988,14.5,vdem
AGO,1989,14.5,vdem
AGO,1990,14.5,vdem
AGO,1991,19.0,vdem
AGO,1992,9.5,vdem
AGO,1993,9.5,vdem
AGO,1994,9.5,vdem
AGO,1995,9.5,vdem
AGO,1996,9.5,vdem
AGO,1997,9.5,ipu
AGO,1998,15.5,ipu
AGO,1999,15.5,ipu
AGO,2000,15.5,ipu
AGO,2001,15.5,ipu
AGO,2002,15.5,ipu
AGO,2003,15.5,ipu
AGO,2004,15.0,ipu
AGO,2005,15.0,ipu
AGO,2006,15.0,ipu
AGO,2007,15.0,ipu
AGO,2008,37.3,ipu
AGO,2009,38.6,ipu
AGO,2010,38.6,ipu
AGO,2011,38.2,ipu
AGO,2012,34.1,ipu
AGO,2013,34.1,ipu
AGO,2014,36.8,ipu
AGO,2015,36.8,ipu
AGO,2016,36.8,ipu
AGO,2017,30.5,ipu
AGO,2018,30.5,ipu
AGO,2019,30.0,ipu
AGO,2020,30.0,ipu
AGO,2021,29.5,ipu
AGO,2022,33.6,ipu
AGO,2023,33.6,ipu
AGO,2024,39.5,ipu
AGO,2025,39.1,ipu
ALB,1946,3.7,vdem
ALB,1947,3.7,vdem
ALB,1948,3.7,vdem
ALB,1949,3.7,vdem
ALB,1950,14.0,vdem
ALB,1951,14.0,vdem
ALB,1952,14.0,vdem
ALB,1953,14.0,vdem
ALB,1954,11.9,vdem
ALB,1955,11.9,vdem
ALB,1956,11.9,vdem
ALB,1957,11.9,vdem
ALB,1958,9.1,vdem
ALB,1959,9.1,vdem
ALB,1960,9.1,vdem
ALB,1961,9.1,vdem
ALB,1962,11.7,vdem
ALB,1963,11.7,vdem
ALB,1964,11.7,vdem
ALB,1965,11.7,vdem
ALB,1966,16.3,vdem
ALB,1967,16.3,vdem
ALB,1968,16.3,vdem
ALB,1969,16.3,vdem
ALB,1970,27.2,vdem
ALB,1971,27.2,vdem
ALB,1972,27.2,vdem
ALB,1973,27.2,vdem
ALB,1974,33.2,vdem
ALB,1975,33.2,vdem
ALB,1976,33.2,vdem
ALB,1977,33.2,vdem
ALB,1978,32.4,vdem
ALB,1979,32.4,vdem
ALB,1980,32.4,vdem
ALB,1981,32.4,vdem
ALB,1982,30.4,vdem
ALB,1983,30.4,vdem
ALB,1984,30.4,vdem
ALB,1985,30.4,vdem
ALB,1986,30.4,vdem
ALB,1987,28.8,vdem
ALB,1988,28.8,vdem
ALB,1989,28.8,vdem
ALB,1990,28.8,vdem
ALB,1991,3.6,vdem
ALB,1992,5.7,vdem
ALB,1993,5.7,vdem
ALB,1994,5.7,vdem
ALB,1995,5.7,vdem
ALB,1996,12.1,vdem
ALB,1997,5.2,vdem
ALB,1998,5.2,vdem
ALB,1999,5.2,ipu
ALB,2000,5.2,ipu
ALB,2001,5.7,ipu
ALB,2002,5.7,ipu
ALB,2003,5.7,ipu
ALB,2004,6.4,ipu
ALB,2005,7.1,ipu
ALB,2006,7.1,ipu
ALB,2007,7.1,ipu
ALB,2008,7.1,ipu
ALB,2009,16.4,ipu
ALB,2010,16.4,ipu
ALB,2011,15.7,ipu
ALB,2012,15.7,ipu
ALB,2013,17.9,ipu
ALB,2014,20.0,ipu
ALB,2015,20.7,ipu
ALB,2016,22.9,ipu
ALB,2017,27.9,ipu
ALB,2018,27.9,ipu
ALB,2019,29.5,ipu
ALB,2020,29.5,ipu
ALB,2021,35.7,ipu
ALB,2022,35.7,ipu
ALB,2023,35.7,ipu
ALB,2024,35.7,ipu
ALB,2025,35.0,ipu
AND,1997,7.1,ipu
AND,1998,7.1,ipu
AND,1999,7.1,ipu
AND,2000,7.1,ipu
AND,2001,14.3,ipu
AND,2002,14.3,ipu
AND,2003,14.3,ipu
AND,2004,14.3,ipu
AND,2005,28.6,ipu
AND,2006,28.6,ipu
AND,2007,28.6,ipu
AND,2008,25.0,ipu
AND,2009,35.7,ipu
AND,2010,35.7,ipu
AND,2011,50.0,ipu
AND,2012,50.0,ipu
AND,2013,50.0,ipu
AND,2014,50.0,ipu
AND,2015,39.3,ipu
AND,2016,32.1,ipu
AND,2017,32.1,ipu
AND,2018,32.1,ipu
AND,2019,46.4,ipu
AND,2020,46.4,ipu
AND,2021,46.4,ipu
AND,2022,46.4,ipu
AND,2023,50.0,ipu
AND,2024,50.0,ipu
AND,2025,50.0,ipu
ARB,1997,3.7,ipu
ARB,1998,3.5,ipu
ARB,1999,3.6,ipu
ARB,2000,3.8,ipu
ARB,2001,4.6,ipu
ARB,2002,6.1,ipu
ARB,2003,6.0,ipu
ARB,2004,6.7,ipu
ARB,2005,7.0,ipu
ARB,2006,9.3,ipu
ARB,2007,9.8,ipu
ARB,2008,9.8,ipu
ARB,2009,9.9,ipu
ARB,2010,11.9,ipu
ARB,2011,11.3,ipu
ARB,2012,14.9,ipu
ARB,2013,17.4,ipu
ARB,2014,17.8,ipu
ARB,2015,18.8,ipu
ARB,2016,19.3,ipu
ARB,2017,18.9,ipu
ARB,2018,19.1,ipu
ARB,2019,17.6,ipu
ARB,2020,19.5,ipu
ARB,2021,18.2,ipu
ARB,2022,18.2,ipu
ARB,2023,17.7,ipu
ARB,2024,18.2,ipu
ARB,2025,17.8,ipu
ARE,1971,0.0,vdem
ARE,1972,0.0,vdem
ARE,1973,0.0,vdem
ARE,1974,0.0,vdem
ARE,1975,0.0,vdem
ARE,1976,0.0,vdem
ARE,1977,0.0,vdem
ARE,1978,0.0,vdem
ARE,1979,0.0,vdem
ARE,1980,0.0,vdem
ARE,1981,0.0,vdem
ARE,1982,0.0,vdem
ARE,1983,0.0,vdem
ARE,1984,0.0,vdem
ARE,1985,0.0,vdem
ARE,1986,0.0,vdem
ARE,1987,0.0,vdem
ARE,1988,0.0,vdem
ARE,1989,0.0,vdem
ARE,1990,0.0,vdem
ARE,1991,0.0,vdem
ARE,1992,0.0,vdem
ARE,1993,0.0,vdem
ARE,1994,0.0,vdem
ARE,1995,0.0,vdem
ARE,1996,0.0,vdem
ARE,1997,0.0,ipu
ARE,1998,0.0,ipu
ARE,1999,0.0,ipu
ARE,2000,0.0,ipu
ARE,2001,0.0,ipu
ARE,2002,0.0,ipu
ARE,2003,0.0,ipu
ARE,2004,0.0,ipu
ARE,2005,0.0,ipu
ARE,2006,5.0,ipu
ARE,2007,22.5,ipu
ARE,2008,22.5,ipu
ARE,2009,22.5,ipu
ARE,2010,22.5,ipu
ARE,2011,17.5,ipu
ARE,2012,17.5,ipu
ARE,2013,17.5,ipu
ARE,2014,17.5,ipu
ARE,2015,22.5,ipu
ARE,2016,22.5,ipu
ARE,2017,22.5,ipu
ARE,2018,22.5,ipu
ARE,2019,50.0,ipu
ARE,2020,50.0,ipu
ARE,2021,50.0,ipu
ARE,2022,50.0,ipu
ARE,2023,50.0,ipu
ARE,2024,50.0,ipu
ARE,2025,50.0,ipu
ARG,1946,0.0,vdem
ARG,1947,0.0,vdem
ARG,1948,0.0,vdem
ARG,1949,0.0,vdem
ARG,1950,0.0,vdem
ARG,1951,15.5,vdem
ARG,1952,15.5,vdem
ARG,1953,15.5,vdem
ARG,1954,15.5,vdem
ARG,1958,2.2,vdem
ARG,1959,2.2,vdem
ARG,1960,1.1,vdem
ARG,1961,1.1,vdem
ARG,1963,0.5,vdem
ARG,1964,0.5,vdem
ARG,1965,2.1,vdem
ARG,1973,7.8,vdem
ARG,1974,7.8,vdem
ARG,1975,7.8,vdem
ARG,1983,3.9,vdem
ARG,1984,3.9,vdem
ARG,1985,3.9,vdem
ARG,1986,3.9,vdem
ARG,1987,4.7,vdem
ARG,1988,4.7,vdem
ARG,1989,6.3,vdem
ARG,1990,6.3,vdem
ARG,1991,5.8,vdem
ARG,1992,5.8,vdem
ARG,1993,14.4,vdem
ARG,1994,14.4,vdem
ARG,1995,21.8,vdem
ARG,1996,21.8,vdem
ARG,1997,27.6,ipu
ARG,1998,27.6,ipu
ARG,1999,26.5,vdem
ARG,2000,26.5,ipu
ARG,2001,30.7,vdem
ARG,2002,30.7,ipu
ARG,2003,30.7,ipu
ARG,2004,33.7,ipu
ARG,2005,36.2,ipu
ARG,2006,35.0,ipu
ARG,2007,40.0,ipu
ARG,2008,40.0,ipu
ARG,2009,38.5,ipu
ARG,2010,38.5,ipu
ARG,2011,37.4,ipu
ARG,2012,37.4,ipu
ARG,2013,36.6,ipu
ARG,2014,36.6,ipu
ARG,2015,35.8,vdem
ARG,2016,35.8,ipu
ARG,2017,38.1,ipu
ARG,2018,38.9,ipu
ARG,2019,40.2,ipu
ARG,2020,40.9,ipu
ARG,2021,44.7,ipu
ARG,2022,44.7,ipu
ARG,2023,43.2,ipu
ARG,2024,42.4,ipu
ARG,2025,41.2,ipu
ARM,1946,17.0,vdem
ARM,1947,17.0,vdem
ARM,1948,17.0,vdem
ARM,1949,17.0,vdem
ARM,1950,19.6,vdem
ARM,1951,19.6,vdem
ARM,1952,19.6,vdem
ARM,1953,19.6,vdem
ARM,1954,24.0,vdem
ARM,1955,24.0,vdem
ARM,1956,24.0,vdem
ARM,1957,24.0,vdem
ARM,1958,25.7,vdem
ARM,1959,25.7,vdem
ARM,1960,25.7,vdem
ARM,1961,25.7,vdem
ARM,1962,27.2,vdem
ARM,1963,27.2,vdem
ARM,1964,27.2,vdem
ARM,1965,27.2,vdem
ARM,1966,28.9,vdem
ARM,1967,28.9,vdem
ARM,1968,28.9,vdem
ARM,1969,28.9,vdem
ARM,1970,30.2,vdem
ARM,1971,30.2,vdem
ARM,1972,30.2,vdem
ARM,1973,30.2,vdem
ARM,1974,30.5,vdem
ARM,1975,30.5,vdem
ARM,1976,30.5,vdem
ARM,1977,30.5,vdem
ARM,1978,30.5,vdem
ARM,1979,32.0,vdem
ARM,1980,32.0,vdem
ARM,1981,32.0,vdem
ARM,1982,32.0,vdem
ARM,1983,32.0,vdem
ARM,1984,31.1,vdem
ARM,1985,31.1,vdem
ARM,1986,31.1,vdem
ARM,1987,31.1,vdem
ARM,1988,31.1,vdem
ARM,1989,20.3,vdem
ARM,1990,35.6,vdem
ARM,1991,3.7,vdem
ARM,1992,3.7,vdem
ARM,1993,3.7,vdem
ARM,1994,3.7,vdem
ARM,1995,6.3,vdem
ARM,1996,6.3,vdem
ARM,1997,6.3,ipu
ARM,1998,6.3,ipu
ARM,1999,3.1,ipu
ARM,2000,3.1,ipu
ARM,2001,3.1,ipu
ARM,2002,3.1,ipu
ARM,2003,4.6,ipu
ARM,2004,5.3,ipu
ARM,2005,5.3,ipu
ARM,2006,5.3,ipu
ARM,2007,9.2,ipu
ARM,2008,8.4,ipu
ARM,2009,9.2,ipu
ARM,2010,9.2,ipu
ARM,2011,8.4,ipu
ARM,2012,10.7,ipu
ARM,2013,10.7,ipu
ARM,2014,10.7,ipu
ARM,2015,10.7,ipu
ARM,2016,10.7,ipu
ARM,2017,18.1,ipu
ARM,2018,18.1,ipu
ARM,2019,23.5,ipu
ARM,2020,23.5,ipu
ARM,2021,33.6,ipu
ARM,2022,35.5,ipu
ARM,2023,35.5,ipu
ARM,2024,36.4,ipu
ARM,2025,38.3,ipu
ATG,1997,5.3,ipu
ATG,1998,5.3,ipu
ATG,2000,5.3,ipu
ATG,2001,5.3,ipu
ATG,2002,5.3,ipu
ATG,2003,5.3,ipu
ATG,2004,10.5,ipu
ATG,2005,10.5,ipu
ATG,2006,10.5,ipu
ATG,2007,10.5,ipu
ATG,2008,10.5,ipu
ATG,2009,10.5,ipu
ATG,2010,10.5,ipu
ATG,2011,10.5,ipu
ATG,2012,10.5,ipu
ATG,2013,10.5,ipu
ATG,2014,11.1,ipu
ATG,2015,11.1,ipu
ATG,2016,11.1,ipu
ATG,2017,11.1,ipu
ATG,2018,11.1,ipu
ATG,2019,11.1,ipu
ATG,2020,11.1,ipu
ATG,2021,11.1,ipu
ATG,2022,11.1,ipu
ATG,2023,5.6,ipu
ATG,2024,5.6,ipu
ATG,2025,5.6,ipu
AUS,1946,2.7,vdem
AUS,1947,2.7,vdem
AUS,1948,2.7,vdem
AUS,1949,0.8,vdem
AUS,1950,0.8,vdem
AUS,1951,0.0,vdem
AUS,1952,0.0,vdem
AUS,1953,0.0,vdem
AUS,1954,0.0,vdem
AUS,1955,0.0,vdem
AUS,1956,0.0,vdem
AUS,1957,0.0,vdem
AUS,1958,0.0,vdem
AUS,1959,0.0,vdem
AUS,1960,0.0,vdem
AUS,1961,0.0,vdem
AUS,1962,0.0,vdem
AUS,1963,0.0,vdem
AUS,1964,0.0,vdem
AUS,1965,0.0,vdem
AUS,1966,0.8,vdem
AUS,1967,0.8,vdem
AUS,1968,0.8,vdem
AUS,1969,0.0,vdem
AUS,1970,0.0,vdem
AUS,1971,0.0,vdem
AUS,1972,0.0,vdem
AUS,1973,0.0,vdem
AUS,1974,0.8,vdem
AUS,1975,0.0,vdem
AUS,1976,0.0,vdem
AUS,1977,0.0,vdem
AUS,1978,0.0,vdem
AUS,1979,0.0,vdem
AUS,1980,2.4,vdem
AUS,1981,2.4,vdem
AUS,1982,2.4,vdem
AUS,1983,4.8,vdem
AUS,1984,5.4,vdem
AUS,1985,5.4,vdem
AUS,1986,5.4,vdem
AUS,1987,6.1,vdem
AUS,1988,6.1,vdem
AUS,1989,6.1,vdem
AUS,1990,6.8,vdem
AUS,1991,6.8,vdem
AUS,1992,6.8,vdem
AUS,1993,8.8,vdem
AUS,1994,8.8,vdem
AUS,1995,8.8,vdem
AUS,1996,15.5,vdem
AUS,1997,15.5,ipu
AUS,1998,15.5,ipu
AUS,1999,22.4,ipu
AUS,2000,23.0,ipu
AUS,2001,25.3,vdem
AUS,2002,25.3,ipu
AUS,2003,25.3,ipu
AUS,2004,24.7,ipu
AUS,2005,24.7,ipu
AUS,2006,24.7,ipu
AUS,2007,26.7,ipu
AUS,2008,26.7,ipu
AUS,2009,27.3,ipu
AUS,2010,24.7,ipu
AUS,2011,24.7,ipu
AUS,2012,24.7,ipu
AUS,2013,26.0,ipu
AUS,2014,26.0,ipu
AUS,2015,26.7,ipu
AUS,2016,28.7,ipu
AUS,2017,28.7,ipu
AUS,2018,28.7,ipu
AUS,2019,30.5,ipu
AUS,2020,30.5,ipu
AUS,2021,31.1,ipu
AUS,2022,38.4,ipu
AUS,2023,38.4,ipu
AUS,2024,38.0,ipu
AUS,2025,46.0,ipu
AUT,1946,5.5,vdem
AUT,1947,5.5,vdem
AUT,1948,5.5,vdem
AUT,1949,4.8,vdem
AUT,1950,4.8,vdem
AUT,1951,4.8,vdem
AUT,1952,4.8,vdem
AUT,1953,5.5,vdem
AUT,1954,5.5,vdem
AUT,1955,5.5,vdem
AUT,1956,4.8,vdem
AUT,1957,4.8,vdem
AUT,1958,4.8,vdem
AUT,1959,5.5,vdem
AUT,1960,5.5,vdem
AUT,1961,5.5,vdem
AUT,1962,5.5,vdem
AUT,1963,5.5,vdem
AUT,1964,5.5,vdem
AUT,1965,5.5,vdem
AUT,1966,5.5,vdem
AUT,1967,5.5,vdem
AUT,1968,5.5,vdem
AUT,1969,5.5,vdem
AUT,1970,4.8,vdem
AUT,1971,6.0,vdem
AUT,1972,6.0,vdem
AUT,1973,6.0,vdem
AUT,1974,6.0,vdem
AUT,1975,7.7,vdem
AUT,1976,7.7,vdem
AUT,1977,7.7,vdem
AUT,1978,7.7,vdem
AUT,1979,9.8,vdem
AUT,1980,9.8,vdem
AUT,1981,9.8,vdem
AUT,1982,9.8,vdem
AUT,1983,9.3,vdem
AUT,1984,9.3,vdem
AUT,1985,9.3,vdem
AUT,1986,11.5,vdem
AUT,1987,11.5,vdem
AUT,1988,11.5,vdem
AUT,1989,11.5,vdem
AUT,1990,19.7,vdem
AUT,1991,19.7,vdem
AUT,1992,19.7,vdem
AUT,1993,19.7,vdem
AUT,1994,21.9,vdem
AUT,1995,26.2,vdem
AUT,1996,26.2,vdem
AUT,1997,26.2,ipu
AUT,1998,26.2,ipu
AUT,1999,26.2,vdem
AUT,2000,26.8,ipu
AUT,2001,26.8,ipu
AUT,2002,33.9,vdem
AUT,2003,33.9,ipu
AUT,2004,33.9,ipu
AUT,2005,33.9,ipu
AUT,2006,32.2,ipu
AUT,2007,32.8,ipu
AUT,2008,27.3,ipu
AUT,2009,27.9,ipu
AUT,2010,27.9,ipu
AUT,2011,27.9,ipu
AUT,2012,27.9,ipu
AUT,2013,33.3,ipu
AUT,2014,32.2,ipu
AUT,2015,30.6,ipu
AUT,2016,30.6,ipu
AUT,2017,34.4,ipu
AUT,2018,34.4,ipu
AUT,2019,39.3,ipu
AUT,2020,39.3,ipu
AUT,2021,40.4,ipu
AUT,2022,41.0,ipu
AUT,2023,41.0,ipu
AUT,2024,36.1,ipu
AUT,2025,35.5,ipu
AZE,1946,17.0,vdem
AZE,1947,17.0,vdem
AZE,1948,17.0,vdem
AZE,1949,17.0,vdem
AZE,1950,19.6,vdem
AZE,1951,19.6,vdem
AZE,1952,19.6,vdem
AZE,1953,19.6,vdem
AZE,1954,24.0,vdem
AZE,1955,24.0,vdem
AZE,1956,24.0,vdem
AZE,1957,24.0,vdem
AZE,1958,25.7,vdem
AZE,1959,25.7,vdem
AZE,1960,25.7,vdem
AZE,1961,25.7,vdem
AZE,1962,27.2,vdem
AZE,1963,27.2,vdem
AZE,1964,27.2,vdem
AZE,1965,27.2,vdem
AZE,1966,28.9,vdem
AZE,1967,28.9,vdem
AZE,1968,28.9,vdem
AZE,1969,28.9,vdem
AZE,1970,30.2,vdem
AZE,1971,30.2,vdem
AZE,1972,30.2,vdem
AZE,1973,30.2,vdem
AZE,1974,30.5,vdem
AZE,1975,30.5,vdem
AZE,1976,30.5,vdem
AZE,1977,30.5,vdem
AZE,1978,30.5,vdem
AZE,1979,32.0,vdem
AZE,1980,32.0,vdem
AZE,1981,32.0,vdem
AZE,1982,32.0,vdem
AZE,1983,32.0,vdem
AZE,1984,31.1,vdem
AZE,1985,31.1,vdem
AZE,1986,31.1,vdem
AZE,1987,31.1,vdem
AZE,1988,31.1,vdem
AZE,1989,20.3,vdem
AZE,1990,0.0,vdem
AZE,1991,2.0,vdem
AZE,1992,2.0,vdem
AZE,1993,2.0,vdem
AZE,1994,2.0,vdem
AZE,1995,12.0,vdem
AZE,1996,12.0,vdem
AZE,1997,12.0,ipu
AZE,1998,12.0,ipu
AZE,1999,12.0,ipu
AZE,2000,10.5,vdem
AZE,2001,10.5,ipu
AZE,2002,10.5,ipu
AZE,2003,10.5,ipu
AZE,2004,10.5,ipu
AZE,2005,13.0,ipu
AZE,2006,11.3,ipu
AZE,2007,11.4,ipu
AZE,2008,11.4,ipu
AZE,2009,11.4,ipu
AZE,2010,16.0,ipu
AZE,2011,16.0,ipu
AZE,2012,16.0,ipu
AZE,2013,15.6,ipu
AZE,2014,15.6,ipu
AZE,2015,16.9,ipu
AZE,2016,16.8,ipu
AZE,2017,16.8,ipu
AZE,2018,16.8,ipu
AZE,2019,16.8,ipu
AZE,2020,17.4,ipu
AZE,2021,18.2,ipu
AZE,2022,18.3,ipu
AZE,2023,18.6,ipu
AZE,2024,20.8,ipu
AZE,2025,20.8,ipu
BDI,1961,0.0,vdem
BDI,1962,0.0,vdem
BDI,1963,0.0,vdem
BDI,1964,0.0,vdem
BDI,1965,0.0,vdem
BDI,1982,9.2,vdem
BDI,1983,9.2,vdem
BDI,1984,9.2,vdem
BDI,1985,9.2,vdem
BDI,1986,9.2,vdem
BDI,1993,9.9,vdem
BDI,1994,9.9,vdem
BDI,1995,9.9,vdem
BDI,1996,9.9,vdem
BDI,1997,9.9,vdem
BDI,1998,11.9,ipu
BDI,1999,6.0,ipu
BDI,2000,14.4,ipu
BDI,2001,14.4,ipu
BDI,2002,18.4,ipu
BDI,2003,18.4,ipu
BDI,2004,18.4,ipu
BDI,2005,30.5,ipu
BDI,2006,30.5,ipu
BDI,2007,30.5,ipu
BDI,2008,30.5,ipu
BDI,2009,31.4,ipu
BDI,2010,32.1,ipu
BDI,2011,30.5,ipu
BDI,2012,30.5,ipu
BDI,2013,30.5,ipu
BDI,2014,30.5,ipu
BDI,2015,36.4,ipu
BDI,2016,36.4,ipu
BDI,2017,36.4,ipu
BDI,2018,36.4,ipu
BDI,2019,36.4,ipu
BDI,2020,38.2,ipu
BDI,2021,38.2,ipu
BDI,2022,38.2,ipu
BDI,2023,38.2,ipu
BDI,2024,38.2,ipu
BDI,2025,39.6,ipu
BEL,1946,1.5,vdem
BEL,1947,1.5,vdem
BEL,1948,1.5,vdem
BEL,1949,2.4,vdem
BEL,1950,3.3,vdem
BEL,1951,3.3,vdem
BEL,1952,3.3,vdem
BEL,1953,3.3,vdem
BEL,1954,4.2,vdem
BEL,1955,4.2,vdem
BEL,1956,4.2,vdem
BEL,1957,4.2,vdem
BEL,1958,4.2,vdem
BEL,1959,4.2,vdem
BEL,1960,4.2,vdem
BEL,1961,5.2,vdem
BEL,1962,5.2,vdem
BEL,1963,5.2,vdem
BEL,1964,5.2,vdem
BEL,1965,3.3,vdem
BEL,1966,3.3,vdem
BEL,1967,3.3,vdem
BEL,1968,3.8,vdem
BEL,1969,3.8,vdem
BEL,1970,3.8,vdem
BEL,1971,2.8,vdem
BEL,1972,2.8,vdem
BEL,1973,2.8,vdem
BEL,1974,6.6,vdem
BEL,1975,6.6,vdem
BEL,1976,6.6,vdem
BEL,1977,7.1,vdem
BEL,1978,7.5,vdem
BEL,1979,7.5,vdem
BEL,1980,7.5,vdem
BEL,1981,5.7,vdem
BEL,1982,5.7,vdem
BEL,1983,5.7,vdem
BEL,1984,5.7,vdem
BEL,1985,7.5,vdem
BEL,1986,7.5,vdem
BEL,1987,8.5,vdem
BEL,1988,8.5,vdem
BEL,1989,8.5,vdem
BEL,1990,9.0,vdem
BEL,1991,9.4,vdem
BEL,1992,9.4,vdem
BEL,1993,9.4,vdem
BEL,1994,9.4,vdem
BEL,1995,12.7,vdem
BEL,1996,12.7,vdem
BEL,1997,12.7,ipu
BEL,1998,12.7,ipu
BEL,1999,23.3,ipu
BEL,2000,23.3,ipu
BEL,2001,23.3,ipu
BEL,2002,23.3,ipu
BEL,2003,35.3,ipu
BEL,2004,34.7,ipu
BEL,2005,34.7,ipu
BEL,2006,34.7,ipu
BEL,2007,35.3,ipu
BEL,2008,35.3,ipu
BEL,2009,38.0,ipu
BEL,2010,39.3,ipu
BEL,2011,38.0,ipu
BEL,2012,38.0,ipu
BEL,2013,38.0,ipu
BEL,2014,39.3,ipu
BEL,2015,39.3,ipu
BEL,2016,39.3,ipu
BEL,2017,38.0,ipu
BEL,2018,38.0,ipu
BEL,2019,42.0,ipu
BEL,2020,41.3,ipu
BEL,2021,42.0,ipu
BEL,2022,42.7,ipu
BEL,2023,42.7,ipu
BEL,2024,41.3,ipu
BEL,2025,41.3,ipu
BEN,1952,0.0,vdem
BEN,1953,0.0,vdem
BEN,1954,0.0,vdem
BEN,1955,0.0,vdem
BEN,1956,0.0,vdem
BEN,1957,0.0,vdem
BEN,1958,0.0,vdem
BEN,1959,0.0,vdem
BEN,1960,0.0,vdem
BEN,1961,0.0,vdem
BEN,1962,0.0,vdem
BEN,1963,0.0,vdem
BEN,1964,0.0,vdem
BEN,1973,0.0,vdem
BEN,1974,0.0,vdem
BEN,1975,0.0,vdem
BEN,1976,0.0,vdem
BEN,1977,0.0,vdem
BEN,1978,0.0,vdem
BEN,1979,8.3,vdem
BEN,1980,8.3,vdem
BEN,1981,8.3,vdem
BEN,1982,8.3,vdem
BEN,1983,8.3,vdem
BEN,1984,4.1,vdem
BEN,1985,4.1,vdem
BEN,1986,4.1,vdem
BEN,1987,4.1,vdem
BEN,1988,4.1,vdem
BEN,1989,2.9,vdem
BEN,1991,6.2,vdem
BEN,1992,6.3,vdem
BEN,1993,6.3,vdem
BEN,1994,6.3,vdem
BEN,1995,6.0,vdem
BEN,1996,7.2,vdem
BEN,1997,7.2,ipu
BEN,1998,7.2,ipu
BEN,1999,6.0,ipu
BEN,2000,6.0,ipu
BEN,2001,6.0,ipu
BEN,2002,6.0,ipu
