code,year,community
TUN,1995,pact:ARE
YEM,1995,pact:ARE
ARM,1995,pact:ARM
AZE,1995,pact:ARM
BLR,1995,pact:ARM
CHN,1995,pact:ARM
GEO,1995,pact:ARM
KAZ,1995,pact:ARM
KGZ,1995,pact:ARM
MDA,1995,pact:ARM
PRK,1995,pact:ARM
RUS,1995,pact:ARM
TJK,1995,pact:ARM
TKM,1995,pact:ARM
UKR,1995,pact:ARM
UZB,1995,pact:ARM
ETH,1995,pact:ETH
KEN,1995,pact:ETH
BEN,1995,pact:BEN
BFA,1995,pact:BEN
CIV,1995,pact:BEN
CPV,1995,pact:BEN
GHA,1995,pact:BEN
GIN,1995,pact:BEN
GMB,1995,pact:BEN
GNB,1995,pact:BEN
LBR,1995,pact:BEN
MLI,1995,pact:BEN
MRT,1995,pact:BEN
NER,1995,pact:BEN
NGA,1995,pact:BEN
SEN,1995,pact:BEN
SLE,1995,pact:BEN
TGO,1995,pact:BEN
BIH,1995,pact:BIH
HRV,1995,pact:BIH
CZE,1995,pact:CZE
SVK,1995,pact:CZE
AUS,1996,pact:AUS
BEL,1996,pact:AUS
CAN,1996,pact:AUS
DEU,1996,pact:AUS
DNK,1996,pact:AUS
ESP,1996,pact:AUS
FRA,1996,pact:AUS
GAB,1996,pact:AUS
GBR,1996,pact:AUS
GER,1996,pact:AUS
GRC,1996,pact:AUS
ISL,1996,pact:AUS
ITA,1996,pact:AUS
JPN,1996,pact:AUS
KOR,1996,pact:AUS
LUX,1996,pact:AUS
NLD,1996,pact:AUS
NOR,1996,pact:AUS
PAK,1996,pact:AUS
PHL,1996,pact:AUS
PRT,1996,pact:AUS
TUR,1996,pact:AUS
USA,1996,pact:AUS
ARG,1996,pact:ARG
ATG,1996,pact:ARG
BHS,1996,pact:ARG
BLZ,1996,pact:ARG
BOL,1996,pact:ARG
BRA,1996,pact:ARG
BRB,1996,pact:ARG
CHL,1996,pact:ARG
COL,1996,pact:ARG
CRI,1996,pact:ARG
DMA,1996,pact:ARG
DOM,1996,pact:ARG
ECU,1996,pact:ARG
GRD,1996,pact:ARG
GTM,1996,pact:ARG
GUY,1996,pact:ARG
HND,1996,pact:ARG
HTI,1996,pact:ARG
JAM,1996,pact:ARG
KNA,1996,pact:ARG
LCA,1996,pact:ARG
MEX,1996,pact:ARG
NIC,1996,pact:ARG
PAN,1996,pact:ARG
PER,1996,pact:ARG
PRY,1996,pact:ARG
SLV,1996,pact:ARG
SUR,1996,pact:ARG
TTO,1996,pact:ARG
URY,1996,pact:ARG
VCT,1996,pact:ARG
VEN,1996,pact:ARG
ARE,1996,pact:ARE
BHR,1996,pact:ARE
DZA,1996,pact:ARE
EGY,1996,pact:ARE
IRQ,1996,pact:ARE
JOR,1996,pact:ARE
KWT,1996,pact:ARE
LBN,1996,pact:ARE
LBY,1996,pact:ARE
MAR,1996,pact:ARE
QAT,1996,pact:ARE
SAU,1996,pact:ARE
SDN,1996,pact:ARE
SOM,1996,pact:ARE
SYR,1996,pact:ARE
TUN,1996,pact:ARE
YEM,1996,pact:ARE
CHN,1996,pact:CHN
PRK,1996,pact:CHN
ETH,1996,pact:ETH
KEN,1996,pact:ETH
BEN,1996,pact:BEN
BFA,1996,pact:BEN
CIV,1996,pact:BEN
CPV,1996,pact:BEN
GHA,1996,pact:BEN
GIN,1996,pact:BEN
GMB,1996,pact:BEN
GNB,1996,pact:BEN
LBR,1996,pact:BEN
MLI,1996,pact:BEN
MRT,1996,pact:BEN
NER,1996,pact:BEN
NGA,1996,pact:BEN
SEN,1996,pact:BEN
SLE,1996,pact:BEN
TGO,1996,pact:BEN
ARM,1996,pact:ARM
AZE,1996,pact:ARM
BLR,1996,pact:ARM
GEO,1996,pact:ARM
KAZ,1996,pact:ARM
KGZ,1996,pact:ARM
MDA,1996,pact:ARM
RUS,1996,pact:ARM
TJK,1996,pact:ARM
TKM,1996,pact:ARM
UKR,1996,pact:ARM
UZB,1996,pact:ARM
BIH,1996,pact:BIH
HRV,1996,pact:BIH
CZE,1996,pact:CZE
SVK,1996,pact:CZE
AUS,1997,pact:AUS
BEL,1997,pact:AUS
CAN,1997,pact:AUS
DEU,1997,pact:AUS
DNK,1997,pact:AUS
ESP,1997,pact:AUS
FRA,1997,pact:AUS
GAB,1997,pact:AUS
GBR,1997,pact:AUS
GER,1997,pact:AUS
GRC,1997,pact:AUS
ISL,1997,pact:AUS
ITA,1997,pact:AUS
JPN,1997,pact:AUS
KOR,1997,pact:AUS
LUX,1997,pact:AUS
NLD,1997,pact:AUS
NOR,1997,pact:AUS
PAK,1997,pact:AUS
PHL,1997,pact:AUS
PRT,1997,pact:AUS
TUR,1997,pact:AUS
USA,1997,pact:AUS
ARG,1997,pact:ARG
ATG,1997,pact:ARG
BHS,1997,pact:ARG
BLZ,1997,pact:ARG
BOL,1997,pact:ARG
BRA,1997,pact:ARG
BRB,1997,pact:ARG
CHL,1997,pact:ARG
COL,1997,pact:ARG
CRI,1997,pact:ARG
DMA,1997,pact:ARG
DOM,1997,pact:ARG
ECU,1997,pact:ARG
GRD,1997,pact:ARG
GTM,1997,pact:ARG
GUY,1997,pact:ARG
HND,1997,pact:ARG
HTI,1997,pact:ARG
JAM,1997,pact:ARG
KNA,1997,pact:ARG
LCA,1997,pact:ARG
MEX,1997,pact:ARG
NIC,1997,pact:ARG
PAN,1997,pact:ARG
PER,1997,pact:ARG
PRY,1997,pact:ARG
SLV,1997,pact:ARG
SUR,1997,pact:ARG
TTO,1997,pact:ARG
URY,1997,pact:ARG
VCT,1997,pact:ARG
VEN,1997,pact:ARG
ARE,1997,pact:ARE
BHR,1997,pact:ARE
DZA,1997,pact:ARE
EGY,1997,pact:ARE
IRQ,1997,pact:ARE
JOR,1997,pact:ARE
KWT,1997,pact:ARE
LBN,1997,pact:ARE
LBY,1997,pact:ARE
MAR,1997,pact:ARE
QAT,1997,pact:ARE
SAU,1997,pact:ARE
SDN,1997,pact:ARE
SOM,1997,pact:ARE
SYR,1997,pact:ARE
TUN,1997,pact:ARE
YEM,1997,pact:ARE
CHN,1997,pact:CHN
PRK,1997,pact:CHN
ETH,1997,pact:ETH
KEN,1997,pact:ETH
BEN,1997,pact:BEN
BFA,1997,pact:BEN
CIV,1997,pact:BEN
CPV,1997,pact:BEN
GHA,1997,pact:BEN
GIN,1997,pact:BEN
GMB,1997,pact:BEN
GNB,1997,pact:BEN
LBR,1997,pact:BEN
MLI,1997,pact:BEN
MRT,1997,pact:BEN
NER,1997,pact:BEN
NGA,1997,pact:BEN
SEN,1997,pact:BEN
SLE,1997,pact:BEN
TGO,1997,pact:BEN
ARM,1997,pact:ARM
AZE,1997,pact:ARM
BLR,1997,pact:ARM
GEO,1997,pact:ARM
KAZ,1997,pact:ARM
KGZ,1997,pact:ARM
MDA,1997,pact:ARM
RUS,1997,pact:ARM
TJK,1997,pact:ARM
TKM,1997,pact:ARM
UKR,1997,pact:ARM
UZB,1997,pact:ARM
BIH,1997,pact:BIH
HRV,1997,pact:BIH
CZE,1997,pact:CZE
SVK,1997,pact:CZE
AUS,1998,pact:AUS
BEL,1998,pact:AUS
CAN,1998,pact:AUS
DEU,1998,pact:AUS
DNK,1998,pact:AUS
ESP,1998,pact:AUS
FRA,1998,pact:AUS
GAB,1998,pact:AUS
GBR,1998,pact:AUS
GER,1998,pact:AUS
GRC,1998,pact:AUS
ISL,1998,pact:AUS
ITA,1998,pact:AUS
JPN,1998,pact:AUS
KOR,1998,pact:AUS
LUX,1998,pact:AUS
NLD,1998,pact:AUS
NOR,1998,pact:AUS
PAK,1998,pact:AUS
PHL,1998,pact:AUS
PRT,1998,pact:AUS
TUR,1998,pact:AUS
USA,1998,pact:AUS
ARG,1998,pact:ARG
ATG,1998,pact:ARG
BHS,1998,pact:ARG
BLZ,1998,pact:ARG
BOL,1998,pact:ARG
BRA,1998,pact:ARG
BRB,1998,pact:ARG
CHL,1998,pact:ARG
COL,1998,pact:ARG
CRI,1998,pact:ARG
DMA,1998,pact:ARG
DOM,1998,pact:ARG
ECU,1998,pact:ARG
GRD,1998,pact:ARG
GTM,1998,pact:ARG
GUY,1998,pact:ARG
HND,1998,pact:ARG
HTI,1998,pact:ARG
JAM,1998,pact:ARG
KNA,1998,pact:ARG
LCA,1998,pact:ARG
MEX,1998,pact:ARG
NIC,1998,pact:ARG
PAN,1998,pact:ARG
PER,1998,pact:ARG
PRY,1998,pact:ARG
SLV,1998,pact:ARG
SUR,1998,pact:ARG
TTO,1998,pact:ARG
URY,1998,pact:ARG
VCT,1998,pact:ARG
VEN,1998,pact:ARG
ARE,1998,pact:ARE
BHR,1998,pact:ARE
DZA,1998,pact:ARE
EGY,1998,pact:ARE
IRQ,1998,pact:ARE
JOR,1998,pact:ARE
KWT,1998,pact:ARE
LBN,1998,pact:ARE
LBY,1998,pact:ARE
MAR,1998,pact:ARE
QAT,1998,pact:ARE
SAU,1998,pact:ARE
SDN,1998,pact:ARE
SOM,1998,pact:ARE
SYR,1998,pact:ARE
TUN,1998,pact:ARE
YEM,1998,pact:ARE
CHN,1998,pact:CHN
PRK,1998,pact:CHN
ETH,1998,pact:ETH
KEN,1998,pact:ETH
BEN,1998,pact:BEN
BFA,1998,pact:BEN
CIV,1998,pact:BEN
CPV,1998,pact:BEN
GHA,1998,pact:BEN
GIN,1998,pact:BEN
GMB,1998,pact:BEN
GNB,1998,pact:BEN
LBR,1998,pact:BEN
MLI,1998,pact:BEN
MRT,1998,pact:BEN
NER,1998,pact:BEN
NGA,1998,pact:BEN
SEN,1998,pact:BEN
SLE,1998,pact:BEN
TGO,1998,pact:BEN
ARM,1998,pact:ARM
AZE,1998,pact:ARM
BLR,1998,pact:ARM
GEO,1998,pact:ARM
KAZ,1998,pact:ARM
KGZ,1998,pact:ARM
MDA,1998,pact:ARM
RUS,1998,pact:ARM
TJK,1998,pact:ARM
TKM,1998,pact:ARM
UKR,1998,pact:ARM
UZB,1998,pact:ARM
BIH,1998,pact:BIH
HRV,1998,pact:BIH
CZE,1998,pact:CZE
SVK,1998,pact:CZE
CAF,1998,pact:CAF
COG,1998,pact:CAF
ARG,1999,pact:ARG
ATG,1999,pact:ARG
BHS,1999,pact:ARG
BLZ,1999,pact:ARG
BOL,1999,pact:ARG
BRA,1999,pact:ARG
BRB,1999,pact:ARG
CHL,1999,pact:ARG
COL,1999,pact:ARG
CRI,1999,pact:ARG
DMA,1999,pact:ARG
DOM,1999,pact:ARG
ECU,1999,pact:ARG
GRD,1999,pact:ARG
GTM,1999,pact:ARG
GUY,1999,pact:ARG
HND,1999,pact:ARG
HTI,1999,pact:ARG
JAM,1999,pact:ARG
KNA,1999,pact:ARG
LCA,1999,pact:ARG
MEX,1999,pact:ARG
NIC,1999,pact:ARG
PAN,1999,pact:ARG
PER,1999,pact:ARG
PRY,1999,pact:ARG
SLV,1999,pact:ARG
SUR,1999,pact:ARG
TTO,1999,pact:ARG
URY,1999,pact:ARG
VCT,1999,pact:ARG
VEN,1999,pact:ARG
AUS,1999,pact:AUS
BEL,1999,pact:AUS
CAN,1999,pact:AUS
CZE,1999,pact:AUS
DEU,1999,pact:AUS
DNK,1999,pact:AUS
ESP,1999,pact:AUS
FRA,1999,pact:AUS
GAB,1999,pact:AUS
GBR,1999,pact:AUS
GER,1999,pact:AUS
GRC,1999,pact:AUS
HUN,1999,pact:AUS
ISL,1999,pact:AUS
ITA,1999,pact:AUS
JPN,1999,pact:AUS
KOR,1999,pact:AUS
LUX,1999,pact:AUS
NLD,1999,pact:AUS
NOR,1999,pact:AUS
PAK,1999,pact:AUS
PHL,1999,pact:AUS
POL,1999,pact:AUS
PRT,1999,pact:AUS
SVK,1999,pact:AUS
TUR,1999,pact:AUS
USA,1999,pact:AUS
ARE,1999,pact:ARE
BHR,1999,pact:ARE
DZA,1999,pact:ARE
EGY,1999,pact:ARE
IRQ,1999,pact:ARE
JOR,1999,pact:ARE
KWT,1999,pact:ARE
LBN,1999,pact:ARE
LBY,1999,pact:ARE
MAR,1999,pact:ARE
QAT,1999,pact:ARE
SAU,1999,pact:ARE
SDN,1999,pact:ARE
SOM,1999,pact:ARE
SYR,1999,pact:ARE
TUN,1999,pact:ARE
YEM,1999,pact:ARE
CHN,1999,pact:CHN
PRK,1999,pact:CHN
ETH,1999,pact:ETH
KEN,1999,pact:ETH
BEN,1999,pact:BEN
BFA,1999,pact:BEN
CIV,1999,pact:BEN
CPV,1999,pact:BEN
GHA,1999,pact:BEN
GIN,1999,pact:BEN
GMB,1999,pact:BEN
GNB,1999,pact:BEN
LBR,1999,pact:BEN
MLI,1999,pact:BEN
MRT,1999,pact:BEN
NER,1999,pact:BEN
NGA,1999,pact:BEN
SEN,1999,pact:BEN
SLE,1999,pact:BEN
TGO,1999,pact:BEN
ARM,1999,pact:ARM
AZE,1999,pact:ARM
BLR,1999,pact:ARM
GEO,1999,pact:ARM
KAZ,1999,pact:ARM
KGZ,1999,pact:ARM
MDA,1999,pact:ARM
RUS,1999,pact:ARM
TJK,1999,pact:ARM
TKM,1999,pact:ARM
UKR,1999,pact:ARM
UZB,1999,pact:ARM
BIH,1999,pact:BIH
HRV,1999,pact:BIH
AGO,1999,pact:AGO
CAF,1999,pact:AGO
COG,1999,pact:AGO
NAM,1999,pact:AGO
ZWE,1999,pact:AGO
ARG,2000,pact:ARG
ATG,2000,pact:ARG
AUS,2000,pact:ARG
BHS,2000,pact:ARG
BLZ,2000,pact:ARG
BOL,2000,pact:ARG
BRA,2000,pact:ARG
BRB,2000,pact:ARG
CHL,2000,pact:ARG
COL,2000,pact:ARG
CRI,2000,pact:ARG
DMA,2000,pact:ARG
DOM,2000,pact:ARG
ECU,2000,pact:ARG
GRD,2000,pact:ARG
GTM,2000,pact:ARG
GUY,2000,pact:ARG
HND,2000,pact:ARG
HTI,2000,pact:ARG
JAM,2000,pact:ARG
JPN,2000,pact:ARG
KNA,2000,pact:ARG
KOR,2000,pact:ARG
LCA,2000,pact:ARG
MEX,2000,pact:ARG
NIC,2000,pact:ARG
PAK,2000,pact:ARG
PAN,2000,pact:ARG
PER,2000,pact:ARG
PHL,2000,pact:ARG
PRY,2000,pact:ARG
SLV,2000,pact:ARG
SUR,2000,pact:ARG
TTO,2000,pact:ARG
URY,2000,pact:ARG
USA,2000,pact:ARG
VCT,2000,pact:ARG
VEN,2000,pact:ARG
BEL,2000,pact:BEL
CAN,2000,pact:BEL
CZE,2000,pact:BEL
DEU,2000,pact:BEL
DNK,2000,pact:BEL
ESP,2000,pact:BEL
FRA,2000,pact:BEL
GBR,2000,pact:BEL
GER,2000,pact:BEL
GRC,2000,pact:BEL
HUN,2000,pact:BEL
ISL,2000,pact:BEL
ITA,2000,pact:BEL
LUX,2000,pact:BEL
NLD,2000,pact:BEL
NOR,2000,pact:BEL
POL,2000,pact:BEL
PRT,2000,pact:BEL
SVK,2000,pact:BEL
TUR,2000,pact:BEL
ARE,2000,pact:ARE
BHR,2000,pact:ARE
DZA,2000,pact:ARE
EGY,2000,pact:ARE
IRQ,2000,pact:ARE
JOR,2000,pact:ARE
KWT,2000,pact:ARE
LBN,2000,pact:ARE
LBY,2000,pact:ARE
MAR,2000,pact:ARE
OMN,2000,pact:ARE
QAT,2000,pact:ARE
SAU,2000,pact:ARE
SDN,2000,pact:ARE
SOM,2000,pact:ARE
SYR,2000,pact:ARE
TUN,2000,pact:ARE
YEM,2000,pact:ARE
CHN,2000,pact:CHN
PRK,2000,pact:CHN
ETH,2000,pact:ETH
KEN,2000,pact:ETH
BEN,2000,pact:BEN
BFA,2000,pact:BEN
CIV,2000,pact:BEN
CPV,2000,pact:BEN
GHA,2000,pact:BEN
GIN,2000,pact:BEN
GMB,2000,pact:BEN
GNB,2000,pact:BEN
LBR,2000,pact:BEN
MLI,2000,pact:BEN
MRT,2000,pact:BEN
NER,2000,pact:BEN
NGA,2000,pact:BEN
SEN,2000,pact:BEN
SLE,2000,pact:BEN
TGO,2000,pact:BEN
ARM,2000,pact:ARM
AZE,2000,pact:ARM
BLR,2000,pact:ARM
GEO,2000,pact:ARM
KAZ,2000,pact:ARM
KGZ,2000,pact:ARM
MDA,2000,pact:ARM
RUS,2000,pact:ARM
TJK,2000,pact:ARM
TKM,2000,pact:ARM
UKR,2000,pact:ARM
UZB,2000,pact:ARM
AGO,2000,pact:AGO
BDI,2000,pact:AGO
CAF,2000,pact:AGO
CMR,2000,pact:AGO
COD,2000,pact:AGO
COG,2000,pact:AGO
GAB,2000,pact:AGO
GNQ,2000,pact:AGO
NAM,2000,pact:AGO
RWA,2000,pact:AGO
STP,2000,pact:AGO
TCD,2000,pact:AGO
ZWE,2000,pact:AGO
ARG,2001,pact:ARG
ATG,2001,pact:ARG
AUS,2001,pact:ARG
BHS,2001,pact:ARG
BLZ,2001,pact:ARG
BOL,2001,pact:ARG
BRA,2001,pact:ARG
BRB,2001,pact:ARG
CHL,2001,pact:ARG
COL,2001,pact:ARG
CRI,2001,pact:ARG
DMA,2001,pact:ARG
DOM,2001,pact:ARG
ECU,2001,pact:ARG
GRD,2001,pact:ARG
GTM,2001,pact:ARG
GUY,2001,pact:ARG
HND,2001,pact:ARG
HTI,2001,pact:ARG
JAM,2001,pact:ARG
JPN,2001,pact:ARG
KNA,2001,pact:ARG
KOR,2001,pact:ARG
LCA,2001,pact:ARG
MEX,2001,pact:ARG
NIC,2001,pact:ARG
PAK,2001,pact:ARG
PAN,2001,pact:ARG
PER,2001,pact:ARG
PHL,2001,pact:ARG
PRY,2001,pact:ARG
SLV,2001,pact:ARG
SUR,2001,pact:ARG
TTO,2001,pact:ARG
URY,2001,pact:ARG
USA,2001,pact:ARG
VCT,2001,pact:ARG
VEN,2001,pact:ARG
BEL,2001,pact:BEL
CAN,2001,pact:BEL
CZE,2001,pact:BEL
DEU,2001,pact:BEL
DNK,2001,pact:BEL
ESP,2001,pact:BEL
FRA,2001,pact:BEL
GBR,2001,pact:BEL
GER,2001,pact:BEL
GRC,2001,pact:BEL
HUN,2001,pact:BEL
ISL,2001,pact:BEL
ITA,2001,pact:BEL
LUX,2001,pact:BEL
NLD,2001,pact:BEL
NOR,2001,pact:BEL
POL,2001,pact:BEL
PRT,2001,pact:BEL
SVK,2001,pact:BEL
TUR,2001,pact:BEL
ARE,2001,pact:ARE
BHR,2001,pact:ARE
DZA,2001,pact:ARE
EGY,2001,pact:ARE
IRQ,2001,pact:ARE
JOR,2001,pact:ARE
KWT,2001,pact:ARE
LBN,2001,pact:ARE
LBY,2001,pact:ARE
MAR,2001,pact:ARE
MRT,2001,pact:ARE
OMN,2001,pact:ARE
QAT,2001,pact:ARE
SAU,2001,pact:ARE
SDN,2001,pact:ARE
SOM,2001,pact:ARE
SYR,2001,pact:ARE
TUN,2001,pact:ARE
YEM,2001,pact:ARE
CHN,2001,pact:CHN
PRK,2001,pact:CHN
ETH,2001,pact:ETH
KEN,2001,pact:ETH
BEN,2001,pact:BEN
BFA,2001,pact:BEN
CIV,2001,pact:BEN
CPV,2001,pact:BEN
GHA,2001,pact:BEN
GIN,2001,pact:BEN
GMB,2001,pact:BEN
GNB,2001,pact:BEN
LBR,2001,pact:BEN
MLI,2001,pact:BEN
NER,2001,pact:BEN
NGA,2001,pact:BEN
SEN,2001,pact:BEN
SLE,2001,pact:BEN
TGO,2001,pact:BEN
ARM,2001,pact:ARM
AZE,2001,pact:ARM
BLR,2001,pact:ARM
GEO,2001,pact:ARM
KAZ,2001,pact:ARM
KGZ,2001,pact:ARM
MDA,2001,pact:ARM
RUS,2001,pact:ARM
TJK,2001,pact:ARM
TKM,2001,pact:ARM
UKR,2001,pact:ARM
UZB,2001,pact:ARM
AGO,2001,pact:AGO
BDI,2001,pact:AGO
CAF,2001,pact:AGO
CMR,2001,pact:AGO
COD,2001,pact:AGO
COG,2001,pact:AGO
GAB,2001,pact:AGO
GNQ,2001,pact:AGO
NAM,2001,pact:AGO
RWA,2001,pact:AGO
STP,2001,pact:AGO
TCD,2001,pact:AGO
ZWE,2001,pact:AGO
ARG,2002,pact:ARG
ATG,2002,pact:ARG
BHS,2002,pact:ARG
BLZ,2002,pact:ARG
BOL,2002,pact:ARG
BRA,2002,pact:ARG
BRB,2002,pact:ARG
CHL,2002,pact:ARG
COL,2002,pact:ARG
CRI,2002,pact:ARG
DMA,2002,pact:ARG
DOM,2002,pact:ARG
ECU,2002,pact:ARG
GRD,2002,pact:ARG
GTM,2002,pact:ARG
GUY,2002,pact:ARG
HND,2002,pact:ARG
HTI,2002,pact:ARG
JAM,2002,pact:ARG
KNA,2002,pact:ARG
LCA,2002,pact:ARG
MEX,2002,pact:ARG
NIC,2002,pact:ARG
PAN,2002,pact:ARG
PER,2002,pact:ARG
PRY,2002,pact:ARG
SLV,2002,pact:ARG
SUR,2002,pact:ARG
TTO,2002,pact:ARG
URY,2002,pact:ARG
VCT,2002,pact:ARG
VEN,2002,pact:ARG
AUS,2002,pact:AUS
BEL,2002,pact:AUS
CAN,2002,pact:AUS
CZE,2002,pact:AUS
DEU,2002,pact:AUS
DNK,2002,pact:AUS
ESP,2002,pact:AUS
FRA,2002,pact:AUS
GBR,2002,pact:AUS
GER,2002,pact:AUS
GRC,2002,pact:AUS
HUN,2002,pact:AUS
ISL,2002,pact:AUS
ITA,2002,pact:AUS
JPN,2002,pact:AUS
KOR,2002,pact:AUS
LUX,2002,pact:AUS
NLD,2002,pact:AUS
NOR,2002,pact:AUS
PAK,2002,pact:AUS
PHL,2002,pact:AUS
POL,2002,pact:AUS
PRT,2002,pact:AUS
SVK,2002,pact:AUS
TUR,2002,pact:AUS
USA,2002,pact:AUS
ARE,2002,pact:ARE
BHR,2002,pact:ARE
DZA,2002,pact:ARE
EGY,2002,pact:ARE
IRQ,2002,pact:ARE
JOR,2002,pact:ARE
KWT,2002,pact:ARE
LBN,2002,pact:ARE
LBY,2002,pact:ARE
MAR,2002,pact:ARE
MRT,2002,pact:ARE
OMN,2002,pact:ARE
QAT,2002,pact:ARE
SAU,2002,pact:ARE
SDN,2002,pact:ARE
SOM,2002,pact:ARE
SYR,2002,pact:ARE
TUN,2002,pact:ARE
YEM,2002,pact:ARE
CHN,2002,pact:CHN
PRK,2002,pact:CHN
ETH,2002,pact:ETH
KEN,2002,pact:ETH
BEN,2002,pact:BEN
BFA,2002,pact:BEN
CIV,2002,pact:BEN
CPV,2002,pact:BEN
GHA,2002,pact:BEN
GIN,2002,pact:BEN
GMB,2002,pact:BEN
GNB,2002,pact:BEN
LBR,2002,pact:BEN
MLI,2002,pact:BEN
NER,2002,pact:BEN
NGA,2002,pact:BEN
SEN,2002,pact:BEN
SLE,2002,pact:BEN
TGO,2002,pact:BEN
ARM,2002,pact:ARM
AZE,2002,pact:ARM
BLR,2002,pact:ARM
GEO,2002,pact:ARM
KAZ,2002,pact:ARM
KGZ,2002,pact:ARM
MDA,2002,pact:ARM
RUS,2002,pact:ARM
TJK,2002,pact:ARM
TKM,2002,pact:ARM
UKR,2002,pact:ARM
UZB,2002,pact:ARM
AGO,2002,pact:AGO
BDI,2002,pact:AGO
CAF,2002,pact:AGO
CMR,2002,pact:AGO
COD,2002,pact:AGO
COG,2002,pact:AGO
GAB,2002,pact:AGO
GNQ,2002,pact:AGO
RWA,2002,pact:AGO
STP,2002,pact:AGO
TCD,2002,pact:AGO
ARG,2003,pact:ARG
ATG,2003,pact:ARG
BHS,2003,pact:ARG
BLZ,2003,pact:ARG
BOL,2003,pact:ARG
BRA,2003,pact:ARG
BRB,2003,pact:ARG
CHL,2003,pact:ARG
COL,2003,pact:ARG
CRI,2003,pact:ARG
DMA,2003,pact:ARG
DOM,2003,pact:ARG
ECU,2003,pact:ARG
GRD,2003,pact:ARG
GTM,2003,pact:ARG
GUY,2003,pact:ARG
HND,2003,pact:ARG
HTI,2003,pact:ARG
JAM,2003,pact:ARG
KNA,2003,pact:ARG
LCA,2003,pact:ARG
MEX,2003,pact:ARG
NIC,2003,pact:ARG
PAN,2003,pact:ARG
PER,2003,pact:ARG
PRY,2003,pact:ARG
SLV,2003,pact:ARG
SUR,2003,pact:ARG
TTO,2003,pact:ARG
URY,2003,pact:ARG
VCT,2003,pact:ARG
VEN,2003,pact:ARG
AUS,2003,pact:AUS
BEL,2003,pact:AUS
CAN,2003,pact:AUS
CZE,2003,pact:AUS
DEU,2003,pact:AUS
DNK,2003,pact:AUS
ESP,2003,pact:AUS
FRA,2003,pact:AUS
GBR,2003,pact:AUS
GER,2003,pact:AUS
GRC,2003,pact:AUS
HUN,2003,pact:AUS
ISL,2003,pact:AUS
ITA,2003,pact:AUS
JPN,2003,pact:AUS
KOR,2003,pact:AUS
LUX,2003,pact:AUS
NLD,2003,pact:AUS
NOR,2003,pact:AUS
PAK,2003,pact:AUS
PHL,2003,pact:AUS
POL,2003,pact:AUS
PRT,2003,pact:AUS
SVK,2003,pact:AUS
TUR,2003,pact:AUS
USA,2003,pact:AUS
ARE,2003,pact:ARE
BHR,2003,pact:ARE
DZA,2003,pact:ARE
EGY,2003,pact:ARE
IRQ,2003,pact:ARE
JOR,2003,pact:ARE
KWT,2003,pact:ARE
LBN,2003,pact:ARE
LBY,2003,pact:ARE
MAR,2003,pact:ARE
MRT,2003,pact:ARE
OMN,2003,pact:ARE
QAT,2003,pact:ARE
SAU,2003,pact:ARE
SDN,2003,pact:ARE
SOM,2003,pact:ARE
SYR,2003,pact:ARE
TUN,2003,pact:ARE
YEM,2003,pact:ARE
CHN,2003,pact:CHN
PRK,2003,pact:CHN
ETH,2003,pact:ETH
KEN,2003,pact:ETH
BEN,2003,pact:BEN
BFA,2003,pact:BEN
CIV,2003,pact:BEN
CPV,2003,pact:BEN
GHA,2003,pact:BEN
GIN,2003,pact:BEN
GMB,2003,pact:BEN
GNB,2003,pact:BEN
LBR,2003,pact:BEN
MLI,2003,pact:BEN
NER,2003,pact:BEN
NGA,2003,pact:BEN
SEN,2003,pact:BEN
SLE,2003,pact:BEN
TGO,2003,pact:BEN
ARM,2003,pact:ARM
AZE,2003,pact:ARM
BLR,2003,pact:ARM
GEO,2003,pact:ARM
KAZ,2003,pact:ARM
KGZ,2003,pact:ARM
MDA,2003,pact:ARM
RUS,2003,pact:ARM
TJK,2003,pact:ARM
TKM,2003,pact:ARM
UKR,2003,pact:ARM
UZB,2003,pact:ARM
AGO,2003,pact:AGO
BDI,2003,pact:AGO
CAF,2003,pact:AGO
CMR,2003,pact:AGO
COD,2003,pact:AGO
COG,2003,pact:AGO
GAB,2003,pact:AGO
GNQ,2003,pact:AGO
RWA,2003,pact:AGO
STP,2003,pact:AGO
TCD,2003,pact:AGO
ARG,2004,pact:ARG
ATG,2004,pact:ARG
BHS,2004,pact:ARG
BLZ,2004,pact:ARG
BOL,2004,pact:ARG
BRA,2004,pact:ARG
BRB,2004,pact:ARG
CHL,2004,pact:ARG
COL,2004,pact:ARG
CRI,2004,pact:ARG
DMA,2004,pact:ARG
DOM,2004,pact:ARG
ECU,2004,pact:ARG
GRD,2004,pact:ARG
GTM,2004,pact:ARG
GUY,2004,pact:ARG
HND,2004,pact:ARG
HTI,2004,pact:ARG
JAM,2004,pact:ARG
KNA,2004,pact:ARG
LCA,2004,pact:ARG
MEX,2004,pact:ARG
NIC,2004,pact:ARG
PAN,2004,pact:ARG
PER,2004,pact:ARG
PRY,2004,pact:ARG
SLV,2004,pact:ARG
SUR,2004,pact:ARG
TTO,2004,pact:ARG
URY,2004,pact:ARG
VCT,2004,pact:ARG
VEN,2004,pact:ARG
AUS,2004,pact:AUS
BEL,2004,pact:AUS
CAN,2004,pact:AUS
CZE,2004,pact:AUS
DEU,2004,pact:AUS
DNK,2004,pact:AUS
ESP,2004,pact:AUS
FRA,2004,pact:AUS
GBR,2004,pact:AUS
GER,2004,pact:AUS
GRC,2004,pact:AUS
